0,,CP Cost,Name,Jumpchain,Description,PERKS,COVER,41
,,200,Life Bringer ,The Holy Man of The Church Creek,"Aside from their connection to light those with holy aura also possess a close bond with nature. Their energy can invigorate the environment generating plant life and making creatures peaceful around them. This effect is particularly prominent in you. You might as well be a god of nature given how it reacts around you. The passive effects of your aura can bring dead areas to life, heal those around you, and calm others. Should you actively channel your aura this effect will be multiplied numerous times over. For example, if grass grew where you walked then you would now see trees growing at a visible rate sprouting from the ground",,,
,,200,Cleansed of Sin,Fate - The Island of Sin,"Even if you’ve incarnated into the body of a faerie in this jump, you aren’t truly an inheritor of the original sin of the faeries. That may be why you have the power to cleanse your body of curses, debuffs, and status ailment-like effects, as well as removing the weight of committed sins. This takes a couple moments of focus to pull off, but as long as you haven’t fully succumbed to a poison or curse, this will allow you to remove the effect safely. You can even apply this benefit to other people, letting you heal them of whatever curses they may have accumulated.

This doesn’t do anything to affect anyone’s opinions, however, so if there’s an entity out there judging people for their sins, this won’t stop that being from remembering what happened and judging them for their actions anyways, even if the “sin” was cleansed from them. But metaphysically speaking, they’d be sparkling clean.",,,
,,200,Hyper Regeneration,Vasto of White,"Your regenerative abilities are unparalleled even among the Hollows. Your body can recover from nearly any wound, including fatal ones, in a matter of seconds. Your limbs can regrow with ease, and your body can adapt to new wounds and even alter itself to compensate for damage, making it nearly impossible to take you down permanently through physical means alone. You can even regenerate from spiritual damage, though it takes longer and requires more effort. This perk also enhances your physical capabilities and increases your overall strength, speed, and agility, allowing you to fight more effectively and move with incredible speed and agility. Lastly, unlike other Hollows your high speed regeneration is incredibly efficient barely requiring any energy.",,,
,,200,Adaptive Regeneration,Grand Foreigner,"Adaptive Regeneration is a skill possessed by Heracles' corrupted form known as Megalos. This skill made him adapt to any attacks that heavily damaged or killed him. For example, after Ainz killed him with the Acid Cloud spell it only did one hundredth of the damage it did previously. Purchasing this perk grants you a similar adaptability. The perk however, will only activate when you are gravely injured or killed by something. This protection, thankfully, does extend across a wide range. For example, if you were killed by a fire spell then you would receive a resistance to all fire based techniques",,,
,,200,Selfless Sacrifice,Vasto of White,"You have the ability to transfer your life force to heal and strengthen another person. Unlike other similar abilities, this power does not require the recipient to have compatible spiritual energy or any sort of prior connection with you. You can choose to transfer any amount of your life force, but the process will cause visible deterioration in your body, accelerating the aging process and potentially shortening your lifespan. 

However, this power also grants you the ability to manipulate life force itself. You can use it to heal injuries, cure illnesses, and even bring the dead back to life to some extent, as long as their souls are still intact. This power has limitations, however, as you cannot revive those who have passed on for too long, and you cannot heal injuries that are beyond repair. Additionally, the amount of life force required to perform such feats is significant, and using this power on a large scale will cause a drastic shortening of your own lifespan. 

Overall, Selfless Sacrifice is a powerful ability that allows you to heal and strengthen those around you, but it comes at a great cost to yourself. It is a power that requires careful consideration and use, as it can be both a blessing and a curse.",,,
,,300,Healing,Generic Nasuverse,"A form of magecraft designed to repair the body, remove toxins, and cure all manner of poisons, venoms, and diseases. It can also be used to alleviate pain or to keep the body in optimal condition (such as being used to prevent physical fatigue in a fight).

A master could even regrow entire limbs that have been lost, though it would become more difficult the longer the limb has been lost.",,,
,,400,I Am Jumper,Fate/Extra CCC,"In Imaginary Number Space, the space outside space where physics barely holds sway, concepts and ideas are far more important than strict rules. This results in willpower allowing people to accomplish things that shouldn’t normally be possible. Somehow, you’ll be able to benefit from this as well, anywhere. With nothing but simple willpower, you would be able to resist being deleted. Without superhuman willpower, of course, you’d still be degraded and harmed on every level, but you could survive nonetheless. Having your mind wiped of all memory and personality would not be an irreversible state, for should you persevere enough you would be able to find yourself again. As long as your will holds, you will eventually return from any fate.",,,
,,400,Synchronizer,Tsukihime,"I’d be careful about who you shared this ability with, friend. Your body has a unique quality - bodily fluids such as blood, saliva, sweat, and...other things have healing properties. Someone ingesting or making contact with it will quickly find their wounds healed, both physical and mental - it could bring someone reduced to maddening, gibbering insanity back into clarity so long as the source of said madness didn’t return. Unusually for this ability, it works both ways - your body will quickly heal wounds and restore itself upon being damaged - not enough to grow fresh limbs back or reverse death, but cuts vanish in minutes and vital organs are brought back to full functionality after a few days of rest. Your mind likewise repairs itself, madness and mental trauma slowly fading away as clarity is restored, able to lift you from catatonia back into almost perfect mental health after a peaceful day.",,,
,,400,Grain Fed,Angel Notes,"A Rays absorb the grain in the air to power their supernatural bodies, granting them abilities and raw strength to outmatch anything the modern world could have mustered. You’ve gone beyond that and learnt how to take in almost any material or energy in the surrounding air towards your body and convert it to power. It won’t work on things used as attacks against you but you can draw energy or charged material, such as Grain or magical energy, into your body and convert it to either more magical energy for yourself to use or into a direct boost to your physical abilities that lasts a short time. Depending on how dangerous what you’re taking in is, it may still harm you, so be careful to not take in anything too innately dangerous without toughening up first.",,,
,,400,Mystical Leech,Fate/Stay Night,"For most people, the only way to recover used up magic is to just rest and let it replenish naturally. Some take magic from others, willingly or not, and others use much more sinister methods. You've got a way seen only once before. Just the act of eating normal food is enough to replenish your magical energies. A quick stop at a fast food drive in might only give you enough for a fireball or two but a full five course meal will bring you all the way to fullness. But what if you were to eat something with magic innate to it? Such as say, a living person with magic circuits? Or perhaps a powerful magical artefact? Having this sort of meal will not only fill you up much more than the equivalent normal meal, but you'll find that your maximum energy capacity actually increased permanently. Just chowing down on any old wizard might not give you too much on their own but the stronger the magic user or magical item, the greater the boost you'll find yourself getting. Of course, you could always just gorge yourself on the snacks. People tend to notice that sort of thing though.",,,
,,400,Angel of the Battlefield,Fate/Legends: God Save the Queen,"Just being a leading star in the medical field isn’t enough to change the world, not when you have to do it from the front of a battlefield too. While you are most certainly at the front of the pack in terms of medical skill and knowledge of your time, at least as far as Nightingale’s time, your talents are more notable than that. A superb instinct for all things relating to medicine, it allows you to easily master techniques and technology even centuries advanced from your time if you can gain access. Even without access, advancing medical knowledge comes smoothly and quickly to you, accelerating the speed of new discoveries greatly. 

Medicine becomes widely applicable in your hands, in some ways superhumanly so. Your knowledge makes you a lethal combatant even with limited combat training, innately understanding the most efficient ways to move your own body, the most vulnerable vital points to strike and how to greatly reduce damage with the right block. Your treatments become applicable on all targets, even against what seems like common sense, as you can stitch up the wounds of spiritual beings with no more difficulty than a flesh and blood human. Even non-humans take only a small time to study before you can effectively understand and begin treatment. While this talent does not directly boost the power of healing magecraft, your knowledge and the skill it lets you use those spells with make you a far superior wielder to most.",,,
,,400,Pain Breaker,Grand Foreigner,"Pain Breaker is one of the few Noble Phantasms designed to heal. This phantasm is capable of returning any injury or curse to zero. It effectively works by reverting the target into their condition before any injury occurs. Though this does mean that the target needs a proper point to rewind to. It however, is capable of curing any injury aside from death. Unfortunately the phantasm is unable to revive someone once they have suffered a lethal injury. They however, can be restored to full health as long as a single breath is still within them.",,,
,,400,Weakling Protection,Fate - The Island of Sin,"There is a certain wild rule that governs the world; the survival of the fittest. But what that means in a world of personal agency and creatures who are more than simple animals is very much up for interpretation, and it seems that you have taken on a similar philosophy to Barghest herself.

The strong should only eat the strong, thereby becoming stronger. The weak aren’t worth eating, so they should be protected (and ruled over). Maybe you believe in the “eating” or “ruling over” part, maybe not, but you certainly uphold to the belief that the strong should protect the weak. The biggest people—literally or metaphorically—also possess the biggest responsibility.

When you strike at an enemy, all of your allies in the battle will find their wounds beginning to close. By itself this would be a potent tool in battle, but that isn’t nearly enough to protect them. No, as long as a threat is present to those whose safety you must defend, you must first eliminate it before you can see to their well-being. Towards this end, whenever you are in combat alongside someone who is “weaker” than you, you will find your martial prowess soaring, making you stronger, faster, and allowing you to pierce defenses that once stymied you. Of course, this also applies if you’re guarding any sort of noncombatant, even if they’re technically stronger than you.",,,
,,400,Prophecy of Divine Return,Fate/Legends: Strange New World,"Gods are rarely slain in legends. Least of all by mere mortal beings. Even when a god is laid low, the common myth is that their return to greatness is prophesised, for good or ill. Your return to greatness is similarly fated, at least in part, for whenever you are diminished, you find yourself eventually returning to power. Should you be weakened, harmed, crippled or even killed, you will find yourself provided with at least one chance to return to your state before the act was done to you. Provided you can take that chance that clearly provides itself to you and are not interrupted. You may be fated to return but that fate can be broken and if such is done, it cannot be used again for the same thing. Should someone re-harm a supernaturally crippled arm of yours before you can use this chance to heal it, this power will not provide another chance for you. This power does however, work on more than just physical injuries. Losing wealth, social positions, material objects or even loved ones can all be affected. While you are in the chain, should you fail to return from death by succesfully grasping the chance presented to you, it will count as a final death unless you possess something else to mitigate death once more",,,
,,400,Body Hopper,Fate/Legends: Vive la France,"You didn’t achieve immortality because of being a lucky fool, you earned it the hard way. Yours is a genius that is rarely matched, a mind like that of the intellectual giants of history, and the extensive studies you’ve done on many fields of both science as well as many more mundane non-combat skills, as well as a more mundane approach to magic, are the proof. While you are not a caster of spells, you have an extensive knowledge of many arcane subjects such as demons, the metaphysics of the world and the textures that make it up, even about the human soul. Combined with your natural genius, you even found a way to extend your own life.

By projecting your very soul into the form of another person, you can initiate a contest of wills, magical power and spiritual skill that if won, allows you to take over their body. Empty forms, such as homunculi without spirits, can be taken over freely. Failure would either rebound your spirit into your last body or leave you without a body, as something like a ghost. Not a pleasant long term situation. You retain your perks and powers as normal, though non-perk traits like implanted organs will not transfer, as common sense goes. Unlike many other forms, your soul will not degrade over time due to this practice or age, as well as retaining your memories in perfect condition despite your age. In fact, you may even choose to have been doing this for a long time till now, giving you several decades to several centuries of experience. Perhaps an easy explanation for the wide knowledge base you have here. You may choose to continue this longer history and wide skill set in future worlds.",,,
,,400,Bodhisattav,Fate/Myth,"You who reached nirvana but stayed to teach others, you who should be proud at standing at the top of humanity have more Humility than most. You will never let your power, pride, lust, greed or any other such worldly feeling tie you down you are infinitely patient and can empathize with almost anyone, from the highest emperor to the lowest beggar, you can reach out and touch hearts with them, learning how to guide them onto the path to Nirvana, peace and happiness, When you do this you will feel every emotion they’ve ever felt, as well as every physical pain they’ve ever had dealt to them. If you do this every day for a month it can heal anyone of anything, from mental diseases to missing limbs to a soul shredded apart, the downside is the pain multiplies for you each day you do this and nothing you do can lessen this pain, even if you cannot feel pain or lack the concept of pain you will feel it for this, the pain multiples at a simple rate of X10 the pain of the day before (IE Day 1= X1 Pain, Day 2=X10 Pain, Day 3=X100 Pain) With this, even the sickest and most twisted beings can reach Nirvana.",,,
,,400,Of Death and Rebirth,Fate/Grand Order: SkyrimAnon,"For all of the power that some beasts and gods may have, one thing that is constant is that sufficient damage to their bodies can kill them. Stab a god hard and often enough, and theoretically they would die like any other living being. There are some exceptions to this rule, however. A trait most commonly seen among particularly vicious demons, your physical body is far less essential than it really should be. As long as your Saint Graph, your soul in other words, remains undamaged, you shall not die. You may be cut into a thousand pieces, chewed up and spit back out, boiled alive and burned, but as long as your soul remains intact, you will survive.

Of course, this has also resulted in a peculiar ability that solves one of the biggest problems with this form of immortality, that being your ability to recover from any wound, no matter how severe, by simply spending some magical energy. The cost is generally small, but it is not negligible, so if you are forced to regenerate too often you may have to stop for a time to recover your energies, lest your soul become unstable and risk exploding. That said, if there is no leftover body for you to regenerate, you may have to spend a massive amount of magical energy to generate a new one. Alternatively, you can attempt to possess someone nearby, but this can be resisted so it's not guaranteed to work. As a final benefit, you count as truly dead for any purposes where that might be relevant, such as magical analysis. Not many opponents in this world can feasibly kill you now, although you should still be wary of anyone that is too powerful, as your resilience is not unprecedented.",,,
,,400,True Resurrection,Grand Foreigner,"True Resurrection is a feat considered impossible even by Gods and users of True Magic. True Resurrection is to revive a being long after they died and to restore them to their pinnacle condition removing any flaws. You however, are somehow capable of this legendary feat. You can resurrect the deceased no matter how long ago they died or what damage they suffered. Should their souls be damaged they will be repaired along with their bodies. Lastly, this process only requires some connection with the user. For example, you don’t require the target's body. Instead you could use information to target them such as their time of birth or death.",,,
,,500,Spiritual Surgery,Generic Nasuverse,"While Healing grants knowledge on how to repair the body, Spiritual Surgery grants knowledge on how to repair the soul.

This can be used to recover lost memories, repair magic circuits and magic crests, remove or destroy curses, restore a person’s sanity (so long as their lost sanity is due to an issue in the soul), transplant magic circuits, move a Master’s command seals from one owner to another, assist in connecting a new limb to a person, and more.

This can also be used to heal the body, but only in a limited way. Essentially, it’s possible to prod the soul into acting in a way that heals damage to the body. But it’s just not very effective.",,,
,,500,High-Speed Regeneration,Generic Nasuverse,"Grants an innate regeneration potent enough that any non-cursed wound that isn't immediately fatal will be repaired within hours (or mere minutes). However, it struggles to deal with curses.

This acts as an innate function of your body, requiring no magical energy.",,,
,,600,The Hungry Darkness,Fate/Zero,"That lust for misery making, death dealing and chaos causing within you seems to grow by the day. It feels like a gaping maw within you, devouring everything it can to feed itself at the cost of everything else. Perhaps you may never sate those dark urges of yours but you have become able to placate it for a while with a nice round of evil acts. You regain energy by committing sins and causing pain and misery to others. The worse your crimes, the more energy you’ll regain from them. This is not merely limited to restoring your stamina either but can be channelled into any form of energy you produce, including magical energy. You’ll be able to go all day and all night, so long as you keep the cruelty turned all the way up.",,,
,,600,Coal Heart,Fate/Stay Night,"A parasite of sorts that has infested the innards of your body. Formed from the Black Mud of Angra Mainyu but somehow free of his mental presence, this black substance sustains your life without corrupting you. More than the original user of this trait, you can survive almost any sort of physical wound done to your body and simply have the mud replace whatever was damaged or destroyed. Whilst it confers no true regenerative ability to the user, nothing short of being ground or shredded into hand or finger sized chunks will actually cause the user to suffer a final death. Any less and more black mud simply pours forth to take place of the damaged body. This confers the defence against physical wounds, even if caused by magic, but purely magical attacks, or more esoteric things, will largely bypass this muddy defence.",,,
,,600,Beautiful Blood,Tsukihime,"You’re not a Dead Apostle, but that doesn’t seem to matter anymore, does it? The World itself cannot seem to process the idea of the Jumper dying...and is quick to correct that error. Through an act of paradox or supreme blasphemy, your body has achieved physical immortality that puts even vampires to shame. Your body will almost instantly heal from injuries - cuts disappears in seconds, missing limbs replaced in minutes. Even if you were reduced to a puddle of meat, you would still be good as new just a few minutes later...though you would be fully conscious throughout the pain and the regeneration. It isn’t so much that your cells are repairing themselves, but that your injuries are ‘rewound’ back to their original shape as though nothing happened. Though you can survive just about any sort of physical destruction this way, your mind and soul do not share this eternity, and can still be damaged by other means. It is also possible for someone to force the concept of ‘death’ onto your body, though the list of people capable of that here...well, it’s just one, really.",,,
,,600,Lady of Shadows,Fate/Grand Order,"Death’s not something to be feared. It’s not an absolute, not to the truly powerful. To some, it’s a matter of becoming so strong that death is just extremely unlikely. To others, it’s more of a dependence on another thing. A link that forms between two things that become important to one another. A woman who became strong enough to slay Gods and the World itself, for example. Your link is nothing so special but still a great boon. You may choose a single willing being or object that you own to link your life to. So long as that being lives and remains in the same world as you, you can’t die. You can be hurt and ravaged and reduced to uselessness but you won’t be killed. Your linked partner can however, be killed. If they cease to be able to be killed or harmed, the link between the two of you will break and you’ll need to swap to another partner.",,,
,,600,Beast of Life,Fate/Grand Order,"It’s the duty of a child to support their mother, isn’t it? If they can give their lives so that you may continue, it would only be them being a good son. All this talk about the future generations doesn’t matter at all. So long as a single biological child of yours is within ten kilometres of your position, you cannot die. You can be beaten, broken and crippled but so long as your children remain alive and within this distance, you are simply unable to be brought to the point of actually dying and being truly destroyed. Once your biological children have been destroyed, you lose all the protections they may have given you through this perk and become able to die once more.",,,
,,600,Curse of Astartes,Fate/Saber Wars,"Not the first time you’ve been through these sectors. You’re an old hand in this universe, two thousand years old in fact. The last time the Primordial Goddess was about to awaken, a team was put together. The seven last Masters of the Servant Universe teamed up with seven great Servants. Those that survived their partial victory over the Goddess were cursed by her, to drift unchanging and immortal through the galaxy. 

You were part of that old expedition, even an additional member, and played an important role in Astarte’s forcible slumber. Your life was cursed with immortality, backed up by Astarte’s own power, preventing anything less than something of her scale from killing you. You’ll be bashed, smashed and torn apart but never die for good with this curse on you. The two thousand years of life since then have also been pretty beneficial, serving to greatly increase any skills you have in regards to combat, magic or adventuring. You might even be quite the renowned figure with all your exploits, something that might continue to grow and carry onward to new worlds.",,,
,,600,Akasha,Tsukihime,"Death and rebirth. Cycles of reincarnation have been dreamed about by religion and philosophers for a long time, but an eternal sticking point is the inevitable death of the ego as the soul passes between lifetimes. How fortunate you’ve found a way to preserve yourself, abilities and all, into the next life you appear within. Now, normally that’s a timetable measured in generations, but since we don’t have that sort of time, I’ll throw you a bone. When you are completely slain, your spirit will flee to the nearest compatible vessel - usually human, but any other ‘race’ you possess a form for is also valid - and will quietly begin to overtake their consciousness as they manifest your abilities and monstrous nature, assimilating their personalities into your own as you consume their being and add it to your own. You are able to wander for a time as a bodiless soul and choose your desirable vessel, if you so wish. This ordinarily takes years, but you can completely overtake an ordinary human being within weeks - you won’t even need to possess an infant to do so, you may overtake adults and teenagers just as easily. Once you are made whole and have assumed full control, you keep all the benefits your host gives you, and you are free to reincarnate once again should you be slain yet again.

Though I will warn you - while most humans you choose as a vessel in this world are doomed, stronger beings may excise you with ease or destroy your soul completely before you can take them, and that happening to you will make death will embrace you. While your soul incubates within its newest host, you are vulnerable, and should they be slain before you complete your rebirth, this immortality will not save you and you will truly die. Should your consciousness not take complete hold of the host before your time in the jump expires, it will be considered a failure. In addition, your soul remains vulnerable, and powerful magical weapons could burn it away completely. Until that day comes? Eternity is yours.

Hmm? This sounds familiar?...you think so?",,,
,,600,Thrice Setting Sun,Fate/Legends: Empires of Antiquity,"True majesty never really passes. Not while their loyal citizens still call out for help. Even should you be killed, it’s very hard to make you actually die. You’re able to revive yourself from death, up to three times per week before your ability runs dry, and find yourself quickly healing and restoring your energy back to full health once you do, though it takes you a few minutes to get back on your feet. These extra lives do recharge each week but sufficiently powerful attacks, ones more powerful than your own usual level of power, can take more than a single life from you through this and potentially knock out all three, though you can at least be sure it won’t take that final one unless they wait around and hurt you again. Should you ever truly reach your final death that ends your chain or your journey after that, from which you can’t return, you’ll be given one last reward as part of your Roman heritage. It’ll allow you to ascend as a special Divine Spirit capable of watching over and guiding any empire that you have built across all of your time, eternally acting as a honored ancestor to your people in their times of need.",,,
,,600,Immortal,Fate/Legends: Land of Shadows,"A goal of so very many, yet you appear to have simply stumbled into attaining it in the course of your other adventures, perhaps even in an unwelcome manner. Immortality has been attained for you, the seemingly perfect immunity to time, weakness and even death itself, preventing you from being aged or erased from time, from having your body degraded or weakened and from being slain, even from powerful conceptual weapons or abilities. Any wounds dealt to you heal in moments. This is due to your own connection to the world that you call home. Through your deeds, you have become such an integral part of the world, even against the wishes of the world, that your life will exist so long as it does. The planet you begin on, in each universe you find yourself in, will maintain this lack of frailty or death, provided it has not been made inaccessible totally to any enemies you might have. Hiding away your home world somehow, even behind nearly impregnable defences, would still see you retain your immortality but making it completely impossible to reach or harm would sever your own connection for a time. If your home world should be hostile to you in some manner, it will be unable to remove your link to it, even if it wants so very much to do so.",,,
,,1200,Xian (Taoist Immortal),Generic Nasuverse,"Grants 100 Rank Increments to be distributed as you please.

A person who became an immortal using the Philosophical magecraft of the East. Xian are essentially gods. They were once human (or something else), but perfected their bodies through secret arts, gaining immortality and immense power.

Beyond the immortality and power of a minor Xian (a being on par with a true god, not a mere divine spirit), this gives you a high level Philosophy Key. This allows you to learn powerful Xian arts that make full use of your new state of being. However, you don’t start out knowing any secret arts. You have to study and learn them on your own.",,,
