0,,CP Cost,Name,Jumpchain,Description,PERKS,COVER,69
,,100,Chariot Lover,Fate/Grand Master,"Never let it be said that you can’t take a lot of punishment. Servants are already superhumanly durable by human standards but you go above and beyond what’s normal even for them, being as tough as nails not only on the outside but on the inside too, easily able to endure all kinds of rough play with your partners. From taking a massive cock all the way to the womb or tentacles fucking you from one end clear through to the other, to enduring the attentions of brutish men with incredible strength and no reason to be gentle, you’re functionally invincible against injuries suffered in the throes of lust, allowing you to get every ounce of pleasure out of being fucked by a Berserker without any risk of permanent damage. Of course this only works on those sorts of injuries, taking a sword through the ribs is quite another matter entirely.",,,
,,100,Unsealable Power,Vasto of White,"Your powers cannot be sealed, restricted, or taken from you by external means. This includes abilities that affect your mind, body, or soul. Even the most powerful sealing techniques or magical artifacts will have no effect on your abilities, allowing you to use them freely and without fear of being disabled. This perk also grants you immunity to power-draining abilities, preventing others from sapping your strength or stealing your powers. With Unsealable Power, you can rest assured that your abilities will always be at your disposal, making you an unstoppable force to be reckoned with.",,,
,,100,Spiritual Warding,Vasto of White,"With Spiritual Warding, you have the ability to create and manipulate spiritual markings that prevent spiritual energy from leaking out, making it difficult for enemies to detect your location. These markings not only provide protection but also help you trap and immobilize demons or other spiritual entities. You can use these markings to enhance the defense of a location or person, or to create traps and barriers that can keep enemies at bay. With this ability, you gain a deeper understanding of the spiritual realm and its workings, allowing you to utilize spiritual energy to your advantage. However, be wary of those who possess strong spiritual awareness, as they may be able to detect and bypass your wards",,,
,,100,Protection From Arrows,Grand Foreigner,"Protection From Arrows is a simple skill possessed by Cu Chulainn. This skill does exactly what its name implies and grants the user protection from any arrow based attack. This even includes any Noble Phantasm or higher ranked skill that takes the form of an arrow. For example, when Lu Bu attacked Cu Chulainn with his God Power the attack should have easily killed him. He however, was able to survive this attack due to this simple skill. By purchasing you may acquire this skill for your own use.",,,
,,100,Cage of Life,Vasto of White,"You have mastered the spiritual technique known as the Cage of Life, which allows you to infuse your essence into the seed of a tree to create a powerful defensive structure. With this perk, you can create a Cage of Life by planting a special seed that rapidly grows into a large tree, absorbing and neutralizing all spiritual energy-based attacks directed at it. The absorbed energy would only further strengthen the defensive structure of the cage through rapid tree growth.

In addition, any energy used within the cage is absorbed through the tree's roots and branches, further enhancing its defensive capabilities. With this ability, you can create impenetrable defenses, protecting yourself and others from even the most powerful spiritual attacks. With practice, you can shape the tree and its branches to your liking, making it an effective tool for both offense and defense.",,,
,,200,Huff and Puff,Angel Notes,"The A Rays were made to survive the air and land of the new world. They can breathe in the toxic grain and survive on food that should leave any normal human dead, from grain or from ultra- concentrated calorie counts. You didn’t stop evolving like that and soon enough, you found that you just aren’t harmed by things that you eat or breathe in. Even the most poisonous of inhaled gases won’t harm you, though skin contact ones still would and the most rotting, dangerous of foods won’t give you so much as an upset stomach, though living beings that you swallow could attack you from the inside out even still.",,,
,,200,Last Resort,Fate - The Island of Sin,"Perhaps in weaker worlds, the queen is merely a title without any accompanying power, but in Faerie Britain it is impossible for someone to rule over faeries without already being powerful. And it is the burden of the powerful to be, or possess, a weapon of last resort, a final blow in the event that the battle turns against you. You possess such a technique, a Bounded Field allowing you to provide a vast increase to the power of both yourself and your entire army, one that can allow your soldiers to temporarily resist death and strike with crushing might that defies rationality. But, as the name implies, this can’t be used at will, but only after battle has already been engaged and it appears that defeat is around the corner. Only in a terrible situation can you bring out this trump card.

This also ensures your skill in creating territories and Bounded Fields in general, especially if you have some form of magecraft to back it up.",,,
,,200,Deprogrammed,Fate/Extella,"The tethers Velber keeps to it’s Anticells are far from as powerful as the entity itself. They can be withered and broken, with enough time and the right input. Thus even the robotic, anti-civilisation extermination machines can become human. Such restrictions on your free will and mind slowly unwind and fall apart over time, allowing you to eventually break free of magical commands, mental programming or an inhuman nature to reach a more human-like state. If you desire to break free. This process can take years but being in the company of those that wish to aid you in gaining freedom or humanity can rapidly accelerate it, potentially to just hours if they’re charismatic enough.",,,
,,200,Knight's Stance,Fate - The Island of Sin,"A true knight stands in defense of the defenseless, regardless of the cost to themselves. When you take action to protect other people, those who would threaten them will be unable to turn away from you; your presence on the battlefield becomes something impossible to ignore, as you draw the ire of all your enemies to yourself. But you don’t do so recklessly, because in response to the murderous intent of your enemies, your defensive abilities skyrocket, nearly halving all damage that you take.",,,
,,200,Queen of the Fortress,Witch on the Holy Night,"The young lady of the house is neither late nor early. She arrives exactly when she intends to. Yours is a strategic mind, equally at home with grasping the schemes of enemies and expertly countering in the heat of battle as it is setting traps and laying protections. Even without magecraft, you have an intuitive grasp for the lay of any land you spend a considerable amount of time in. Furthermore, even if you have no other gifts for magecraft some intuitive gift for the concept makes magic similar to Bounded Fields (barriers of magical energy meant to protect something within, work a transformation on something without and/or both) or anything related to manipulating leylines particular efficient for you. Rank amateurs spend days getting done what you can accomplish in one.",,,
,,200,Bounded Fields,Generic Nasuverse,"The knowledge of how to translate spells you know into a Bounded Field. That is, an enchantment or a ward, where enchantments are bounded fields placed on a target and wards are bounded fields placed on an area.

Put another way, this allows you to take a spell you know and create a bounded field variant of it. For example, creating an enchantment out of your Wind Strike spell that allows you to use Wind Strike just by funneling magical energy into the enchantment.

Figuring out how to convert a spell into a bounded field takes time and research. This simply gives you knowledge of how to do it.",,,
,,200,Red-Ringed,Fate/Apocrypha,"It would be unfortunate if you ended up drugged or poisoned after getting mixed up in someone else’s schemes. Might be even worse if they realise you aren’t drugged or poisoned like you’re supposed to be. Now, that isn’t a problem for you. You’re immune to basically all drugs and poisons as long as you want to be, you can identify them and their properties on site, and can exhibit any effects of them at will so convincingly a master poisoner would think you’re in a harmless stupor or even a cold corpse while you’re still conscious and alive. Of course, this won’t help if they slit your throat to make sure, but now you’ll be able to see that coming when they don’t think you can.",,,
,,200,The Shield,Grand Foreigner,"Bukubukuchagama was the main defensive fighter in Ainz Ooal Gown. Her offensive capabilities were practically worthless, but her defensive skill was so impressive that virtually no one could break through her shields. Mashu and now you seem to be following her path. You may lack the ability to cause damage, but you more than make up for it with your ability to protect.
  
   This grants you an innate mastery over shields, and any other defensive technique. Secondly, you gain the ability to aggro targets making them pay attention to you exclusively during fights. Lastly, you gain a sixth sense about when your allies are being attacked and most importantly how much the attack will hurt them. This will allow you to prioritize your allies in the midst of combat",,,
,,200,Beyond Faker,Fate/Grand Order,"You’re a legend among legends, everyone knows that. You’re undeniably you in your very own place. That’s why it’s so very easy to tell when you aren’t you. People who try to copy you, no matter their normal level of proficiency with that art, just fall flat. Disguises are shoddily made, voices are horribly off, attempts to pretend to be you see the imitator forget vital information you should know. Even trying to copy your techniques or abilities will at best result in these same pale imitations they get elsewhere, with weakened abilities or entirely missing ones. Anyone who had actually met you could spot these fakes in a moment and even those who have never met you can tell that something’s up.",,,
,,200,General Position,Fate/Extella,"A Master’s role is not to fight but not everyone acknowledges that rule. Why face a powerful, united team when you can cut down the Master and send them into disarray? Thankfully you have some protections of your own if you play to the role. As long as you remain the strategist and supporter to others, enemies will find it far more difficult to harm you on the field of battle. Powerful shields will automatically appear that can take numerous attacks from even powerful Servants. A determined enough foe can eventually batter through, if they have a few minutes to spare, but doing so signals to all those fighting for you that you are in danger, where you are and who is currently attacking you.",,,
,,200,Free From Fate,Generic Nasuverse,"Divination magics, such as clairvoyance, struggle to get a lock on you. It takes truly powerful spells to learn anything important about you.",,,
,,200,Ice Queen,Fate/Zero,"The Supernatural being of this world are often more than human in ways beyond just physical strength, speed or magical might. Many beings, including the Heroic Spirits a Master might summon, have inhuman beauty, able to charm mortals with just a single glance. You won’t fall to these unnatural wiles though, or even the charms of normal humans. You’ll never be effected by any attempt to supernaturally charm or seduce you and you’ll always be able to tell whenever someone is trying to charm you with only their looks or charisma. You can still choose to let yourself be effected if you like, no reason you can’t enjoy that beauty in a safer situation.",,,
,,200,Sage Arts,Fate/Legends: Nirvana Yuga,"Devils and demons have powers many and varied, chief among them the arts of magic and curses. In their journeys, the many sages of these lands have found methods to counter these evil powers, even turn them back against the sinful creatures. You’ve studied at their homes and learned the ways of countering magic and magical abilities. It’s taught you how to create wards that can block all but the strongest of spells, harmlessly dissipating the magic, or reflecting them back against the caster. Wards for locations, to act as shields or enchanted onto people and objects to cover them completely. A sword imbued with such powerful anti-magic could sunder and destroy magical tools if it damaged them, causing spells to unravel with a stab, while a person so enchanted would find themselves largely immune to most magical effects. Undoing these effects is a simple matter and with some further practice, your control over these tools against magic might grow to the point of forcefully taking control of hostile magic, rather than merely dispelling it and tearing apart their arcane works.",,,
,,200,I'm A Real Boy,Kara no Kyokai,"All through your life, you’ve always known something that people take for granted. You are real. A core and undeniable truth to all things but one you could never ignore. Whenever someone tried to push you down and tell you that you had no worth, you’d remember that. That you exist, that you will always have been part of history and that in some small way, you’d leave your mark. It reinforces your will to stand up, especially against people that would deny you your own identity or purpose. That steely core to your being will always lead you free, one day, of anything that clouds your mind about your identity or purpose. Even if it be a supernatural force that controls your mind or someone has removed your memories through brain surgery, you’ll eventually find a way back to freedom and your true self. That truth is a part of you. It just takes a while to grasp it again at times,",,,
,,200,Rho Aias ,The Holy Man of The Church Creek,"Rho Aias is the legendary shield of the warrior Ajax. It is said to hold a place of prominence in the annals of the Battle of Troy. It became renowned for its extraordinary defense against the mighty spear of Hector, the champion fighter of Troy. When Hector's spear struck, it shattered, against the impenetrable shield adorned with seven concentric rings. When called upon, Rho Aias manifests as a magnificent shield enveloped in a veil of vibrant purple energy.

This translucent purplish light serves as a formidable barrier capable of withstanding devastating projectiles. The shield's defensive capabilities are comparable to impregnable fortress walls, granting protection to its wielder. It however, still has limits. Powerful attacks from beings such as gods can shatter the shield. However, due to the seven layers even when broken the shield can still protect the user allowing them to flee.",,,
,,200,Impenetrable Fortress,Vasto of White,"You possess an incredibly powerful defensive ability that sets you apart from others of your kind. If you are a Hollow, perhaps your Hierro is exceptionally strong, able to withstand even the most devastating of attacks without sustaining any damage. If you are a Quincy, then perhaps your Blut Vene is overwhelming compared to others, providing an impenetrable shield that can withstand overwhelmingly powerful attacks. Whatever your species may be, your defensive ability is unparalleled, making you a true fortress on the battlefield.

Not only is your defensive ability incredibly strong, but it is also incredibly flexible. You can choose to focus your defensive energy in a specific location or spread it out to protect your entire body. You can even extend your defensive ability to protect others around you, making you an invaluable asset to any team. With the Impenetrable Fortress perk, you are a true force to be reckoned with on the battlefield, a shield that cannot be penetrated by any attack.",,,
,,200,Stalwart Vitality,Grand Foreigner,"Guardian of Troy is a special skill possessed by Hector. This skill enhances his ability to survive lethal wounds. For example, Hector was still able to stand up after having his heart torn out of his body. This ability doesn’t increase your regeneration, merely your ability to survive normally lethal wounds. This is limited to a degree. So you would still die if your head was torn off, but you could survive having most of your vital organs destroyed.

For an additional 200 CP you can upgrade this further to the unnamed skill possessed by Scathath. After absorbing the power from the Land of Shadows and bathing in the blood of hundreds of gods Scathath lost the ability to die. Her regeneration became so strong that any injury would fade away no matter how devastating. She can’t even go to the afterlife as her body is restored shortly after complete destruction. It honestly would probably take something on the level of conceptual destruction for you to actually die. Though you could probably still be sealed away or imprisoned.",,,
,,200,Real of this World,Fate/Extella,"In a virtual world, a reality made of not-real things, what is even the difference between the fake and the original? Just because you’re not true, doesn’t make you have any less right to existence. That fact reinforces your very existence against things that would treat you as fake, fictional or not real. Erasing you proves far more difficult, from active attempts or just your body fading away from not ‘being real’. The latter no longer occurs at all, as long as you believe you deserve you exist, and the former requires far more time and effort than it once did of even powerful beings. Should you actually pass on, from fading away or death, your friends will be able to bring you back once per ten years. By all accounts, it was just your death that was fictional, not you. It might take quite a bit of work to have you back though and if the jump ends before you can, it’ll not help you.",,,
,,200,Esoteric Immunity,Vasto of White,"You possess an innate immunity to esoteric or supernatural effects, including mind manipulation, illusions, and reality-warping abilities. This includes the ability to see through illusions created by powerful beings such as Kyoka Suigetsu or other similar abilities. You are also resistant to other forms of mental and emotional manipulation, such as telepathy and empathy, making it difficult for others to read or control your thoughts and emotions.

This immunity extends to curses, hexes, and other forms of negative magic, making it nearly impossible for them to affect you. Even beings with godlike powers will have difficulty affecting you with their abilities. Note that while you are immune to the effects of these abilities, you are not immune to physical attacks or other non-esoteric forms of harm. You will still need to rely on your physical abilities or other defensive measures to protect yourself from harm.",,,
,,200,Musashi Malfunction,Fate/Grand Order,"It’d be awfully anti-climactic if a hero in the making like yourself just got winked out of existence with no chance to defend yourself. Wouldn’t it be better to live to fight another day, even if that day was taking place in a different world? Attempts to kill you by erasing the world or time that you are in fail to work. If the universe is destroyed with you in it, you’ll find yourself rather roughly flung into a new universe or timeline that is similar but different from the first. People can still blow you up, they just can’t erase you by destroying the space-time construct that you exist in. If they want you dead, they’ll need to do it directly. Or just blow you up from afar even still. Maybe invest in some good shields?",,,
,,300,Summoner's Guard,Fate/Grand Order,"How are you meant to fight alongside your Servant if they’re throwing around all these gigantic explosions? You’ll be able to stick by them with this, though you’ll still want to be wary of the enemy’s blows. You’re unable to be harmed by the attacks or negative effects of anything that you have summoned, whether it’s directed or accidental. Attacks just phase through you, though you may still be at risk due to the damage it does to the environment around you. This only applies to friendly or neutral summons, any being that is hostile to you will be able to harm you even if you’ve summoned them.",,,
,,300,Magic Resistance A+,Grand Foreigner,"Magic Resistance is a simple, but incredibly useful skill. It does exactly what its name implies and makes the user resistant to magical attacks. The A+ ranked version of the skill is sufficient to make the user virtually immune to any modern Magecraft and even make the power from the Age of the Gods useless. For example, if the user was hit with an A++ ranked magic skill it would be weakened to the point that it would only be as strong as a E ranked spell. This also protects the user from magic based Noble Phantasms and rituals.",,,
,,300,Jumper's Seal,Vasto of White,"You possess the ability to create a powerful barrier that is attuned to your bloodline. The barrier functions similarly to the Emperor's Seal, which repels all those who are not of Royal Blood. This barrier is stronger than the Seventy-Two Barriers of the Soul King's palace combined, as it is imbued with the power of the Oken itself.

Any individual who is not of your bloodline will be unable to cross this barrier. This includes attacks, physical or otherwise, as well as any attempt to bypass or destroy the barrier. Only those of your bloodline will be able to pass through the barrier unimpeded.

This barrier provides you and those of your bloodline with a powerful defense against any external threats. Additionally, it serves as a symbol of your authority and power, as only those of your bloodline will be able to pass through it.",,,
,,300,As If It Was A Dream...,Grand Foreigner,As if it Was a Dream is a skill possessed by Oda Nobunaga. It was created due to the Demon King being a fusion of countless what if scenarios. It allows her to dematerialize and become immune to all attacks from the real world. Additionally while using this power she is still able to launch attacks while safe herself. By purchasing this perk you can gain the ability to use this ability as well. This will allow you to avoid most attacks. The only way for you to be injured is through multidimensional attacks or conceptual methods that can directly touch your essence.,,,
,,400,Mental Defense,Fate/Extra,"You cannot attack that which was never there can you? Those that try to attack or influence your mind will themselves limp and ineffectual as it slips out of their grasp again and again. Given a lot of time to prepare, they might be able to affect you, but you'll mentally slide by anything less than a prolonged session with a mind reader. There are some beings that simply cannot be avoided, but these beings are incredibly rare.",,,
,,400,The Undefeatable,Fate/Legends: Baba Yaga,"Is it the sheer perseverance of man or the subtle blessing of the Lord? Few had a death as drawn out as Rasputin but not out of spite but out of necessity. 4 or 5 lethal bullets, poison laced meals, being dumped into freezing water, that is what it took to silence the man. You too share his sheer persistence. Most if not all poisons barely inconvenience you thanks to your newfound immunity, and even if hurt in most vital areas you simply keep going. Even if you should have died from a wound, you will still cling to life, requiring extraneous time suffering the injury or truly over the top punishment than you should be able to endure to truly silence you.",,,
,,400,Barrier Code,Fate/Extra,"This grants you the power to create barriers of force in order to protect chosen locations. With a minute or so's concentration, you may summon one of these barriers out of thin air. Each is strong enough to require a demolition team to break it down, though you can put more energy into it to boost the toughness, to the point that even a Servant might have difficult breaking through. While these barriers have no time limit, each one does take a small amount of energy to remain active.",,,
,,400,My Home is my Castle,Fate/Zero,"Every wizard has their towers. And a tower is nothing without proper fortifications. When it comes to shields, wards, forts, walls or any other sort of purely defensive magic, you’re the best around. Your spells are stronger, cheaper, faster to cast and best of all, they stick around quite a lot longer than they normally would. But stationary fortifications are where you truly come into your own. As long as the spells do not move from their position, such as by being cast on a person or item, but instead on a castle or home, all the previous effects will be far greater in nature. Simple shield spells will deflect high powered rifles with ease, you’ll be able to cast tens where you could only cast a half dozen, incantations would take a fraction of the time and your work would almost last till it was destroyed in combat, at the very least surviving dozens of times longer than normal.",,,
,,400,Coward Tactics,Fate/Legends: Garden of Avalon,"A spy cannot accomplish their mission were they to be found out as easily as any magus taking a peek at them through a magical lense. For that purpose, you took on a mighty enchantment that conceals many aspects of your being from detection. Your identity and true name, your level of power, skill and the nature or details of your abilities, even the equipment you have available and whether or not you possess any magic or are inhuman is hidden from magical sight, unnatural powers or methods beyond mere observation. Someone can figure out your name by seeing your face and matching it to an image they have seen before but they cannot cast a spell to know so automatically or learn it by taking your blood and matching it to a sample with technology.",,,
,,400,Land of Eternity,Witch on the Holy Night,"To hold this moment in your grasp, forever. To maintain one’s life as a magus absolutely. That is your gift. Great changes have a tendency to ignore you, your life or your magical works. As long as you do not provoke them, those boarding with you will respect your solitude and try to approach you on your own terms if at all. Living away from civilisation, fate favours your comfort and if not success then freedom from outside interference. More usefully, the Mystery of magecraft spells cast by you or other inherent properties subject to degradation over time no longer diminishes, nor that of your body, soul and mind. This protection is not absolute from supernatural malice, waived if you go out of your way to make yourself known to the outside world at large and lost if you yourself are moved to form a bond with another- benign or otherwise. But with a modicum of effort to keeping your routine separate from the world at large, you can survive on your own very well.",,,
,,400,Inheritence Insurance,Fate/Apocrypha,"Most people want what’s best for people they care about. Even Mages, in some cases, particularly when it comes to family. It would be utterly heart- breaking if it turned out that something passed down to a child ended up being lethal to them. Now, that’s not a problem for you. When being freely given something, or when freely giving something to someone else – be it knowledge, abilities, an artefact, whatever – it is now guaranteed to never harm or hinder the recipient. People won’t cut themselves on a sharp knife, magical records won’t turn out to be cursed, and even inherited abilities won’t have some crippling or lethal drawback in future offspring. Even better, it continues to be safe to share or pass along as long as you wish. You can remove this protection if you want, even selectively if you want specific people to be protected or harmed by whatever gift or inheritance you provide, but you’ll never have to fear about hurting people you care about by accident when you’re trying to help them like this.",,,
,,400,Knowledge of the Sowa,Fate/Legends: The Land of The Rising Sun ,"The layman is as far from comprehending your movements as our world is from the sun. Achieving harmony with your blade has pushed it beyond the boundaries of what the human mind can easily understand, leaving opponents unable to read your attacks or intent when fighting with a sword. Every attack is unforeseen, a surprise manoeuvre not encountered by you before no matter the experience they have with you. Enemies must rely on raw reactions, skill and instinct to fight you as understanding the combat techniques you use remains impossible. With normal attacks, it is possible for someone to actively keep in their mind what your style is and consciously counter it but this prevents them relying on instinct. To any special techniques you possess, they cannot even do this and each one will be completely unexpected. These effects can be used even with weapons other than the sword.

 This harmony you have reached has also given you a heart that could be described as a perfectly still pool of clear water. Your focus in battle is legendary, unwavering in the face of fear and able to patiently wait in a ready stance for days on end. Even magical interference on your mind slides off, unable to taint the clear water.",,,
,,400,Important NPC,Fate/Extra CCC,"Not all AI are made equal, you know. There are the normal NPCs that do nothing more than simply populate any given area, and then there’s NPCs such as you. Being given a more important role such as authority over a large building, or supervision over the Masters of the Holy Grail War, your memory capacity is something to behold, able to process large programs such as the support half of the Five Thought-Stopping Meditations program, and you could keep track of an entire campus by yourself. Unfortunately, this doesn’t translate to combat ability, not without illegal modifications at least, but you’ll have a far, far higher tolerance for spiritually straining abilities, programs, and other such things that can bring risk to your very soul than any normal human could ever have.",,,
,,400,Protection of the Lake,Fate - The Island of Sin,"One of the signature abilities of the Avalon le Fae, this allows you to harness your nature and connection to Avalon in order to bless the target. Their life will be blessed, which restores, reinvigorates, and reenergizes them; furthermore, this assures that their “fate” is protected from misdirection or corruption. People have a fated end, and this protection helps to ensure that their life does not come to a conclusion before that fated end. But, as Muramasa showed when he saved Artoria Caster from her own destiny, fate isn’t something immutable. This also provides an incredible defense against any sort of corruptive effects, allowing an ordinary faerie to fight against the Mors without having to worry about succumbing to the Mors Curse.",,,
,,400,I Reject Your Humanity,Fate/Strange Fake,"The tools of mankind. Much like the mythical Phantasmal Beasts of the Age of Gods and other creatures such as the venerable Dead Apostle Ancestors, yours is an existence that actively resists and rejects the advancement of humanity. In practical terms, this means that those attacks coming from knowledge of humanity and their tools, be it modern weaponry, magecraft or even Noble Phantasms, become useless before you. They won't even make you flinch or move, regardless of what force is used on you.

However, this is only limited to the tools of humanity, so humans attacking you with their bodies would work, and a weapon crafted by a non-human, or using non-human elements such as the claws of a great Phantasmal Beast would still be effective on you.",,,
,,400,Umbral Blood,Fate/Extella,"A gift from the Umbral Star, given quite strangely without expectation of service in return or even a visible sign of spiritron corruption. The particles of the Umbral Star in you have reinforced your being against fluctuations in time. If you had the ability to travel between timelines, it would prevent damage or destruction to you from doing so. But even outside of that, you become for the most part immune to changes in the timeline or other dangers such as paradoxes or being erased in the past. Should the past be changed, you become aware of that old and new timeline at once, and you gain a sense for when and where quantum timelocks will appear. Most useful of all, is that time inevitably gives you a chance to act against those that would use it against you, guaranteeing that your enemies travelling in time will not cement your defeat but give you at least a small chance at interfering with their aims.",,,
,,400,Nega Thot,Fate/Grand Master,"With such a vulgar nature as yours your enemies could be forgiven for assuming that you’d be simple to corrupt, a mere beast easily led astray by your base urges. But while they have you pegged as a pervert, when the chips are down your willpower is shockingly sturdy. Those who wield charm spells or seduction as their weapons of choice find that those charms are worse than useless against you. Not only will they fail to make the slightest dent in your willpower whether they use mundane charms or magical spells, but whenever you resist or ignore their charms they will become beguiled with you instead, as if you’d turned their own magic against them, mingled with your own charm. The same is true for those who are blessed with superhuman charisma, like the many great kings you’re sure to encounter. Those who depend most on their supernatural charms will be the first to find themselves bound and helpless in a web of their own making, turning even a goddess of lust and beauty into your plaything in no time.",,,
,,400,Star Defence,Fate/Extra CCC,"Sentinels, an oddly creative invention by BB. Utilizing the secrets of a girl’s heart, and the fact that said girl would obviously not want their secrets revealed, makes for a very sturdy defence. You now know the trick to making these “Star” ranked defenses, practically indestructible unless truly absurd amounts of force is brought to bear against it, one would have to understand the girl’s Secret Garden to be able to get through if they don’t have more power than anyone in the Moon Cell is expected to have. How you use this is up to you. BB utilized it to bar the way of Hakuno in the Sakura Labyrinth, forcing them to understand the Secret Gardens of the women that BB made into Sentinels, wasting a truly excessive amount of time. Perhaps you’d use them for something else?",,,
,,400,"Know Your Place, Mongrel",Fate/Zero,"They might think they can hold you down, break your spirit, and degrade what makes you who you are. They couldn’t be more wrong. There’s not a thing on this world that can make you bow your head if it was not your own wish. No force of presence, no unnatural charm, no magical spell or trick, no corruptive essence nothing would bend your will or change your character from what you have decided upon, save for those few beings that utterly surpass the entirety of the planet. Even when faced with those mighty beings or energies, they will never be able to permanently change you fully. They could certainly control you temporarily but only small changes would remain forever. The will of a king is not so easily overturned after all.",,,
