0,,CP Cost,Name,Jumpchain,Description,PERKS,COVER,62
12,,100,Patron of Children,Grand Foreigner,"There are a number of Servants who were famous for their actions involving children. For example, Atalanta was known as a protector of children. On the opposite side beings like Asterios and Jack are famous children despite their power. This perk reflects both of these properties. Firstly, you will easily gain the trust and friendship of any child or child like being. For example, Ophis from DxD would qualify as despite her age she has a child-like mentality.

Second, to support this you will be given the experience, skills, and knowledge to handle any child with ease. Lastly, should you be a child or possess a child-like form then you will gain access to the second main aspect of this perk. You will emit an innocent aura which makes those around you more likely to trust and care for you. This will only be positive so think doting mother, not creepy uncle in case you are concerned. This effect will be particularly effective on parental figures. This might accidentally get you adopted though that could be a good thing depending on the person in question.",,,
13,,100,Have You Tried Becoming A Servant?,Fate/Grand Order: Cosmos In The Lostbelt,"Love can be a wonderful thing, but when you are separated from those you love, it can become tortuous. Fortunately, you won’t have to suffer such separations yourself too much. Whether a friend, a sibling, a parent, a son or daughter, or even a romantic partner, you will eventually be reunited with them no matter what happens. It might take thousands of years, it might require you to join a group that you hate, it might require dooming the World, but the question of whether you will be reunited with your loved ones is a matter of ‘when’, not ‘if’. Be patient, and that hole in your heart will be filled again sooner or later.",,,
14,,100,Above Good and Evil,Generic Fate Crossover,"What's the deal with this DND alignment crap? You know what you want and won't be defined by rudimentary phrases such as ""Good"" or ""Evil"", only your wishes and goals. Abilities that rely on alignments and the concept of Karma shall not cause harmful effects to you and you may bypass protections based on such.",,,
15,,100,Beloved of Gaia,Tsukihime,"A True Ancestor is a spirit of the world given form, designed for a purpose. Gaia itself recognizes you for what you are, and as such, the world’s laws do not count you among humanity or other threats to its being. Spirits and beings born of planet Earth and all its iterations will count you as a friend and ally, and nature itself will act in small ways that favor you - weather becomes clear during a long journey, animals are pacified in your presence so long as they are left alone, and any sentience tied to the planet itself will defer to you with respect or at least respect your presence.",,,
16,,100,Blessings of the Divine,The Holy Man of The Church Creek,"Within the divine realms, when a god is bestowed a great service or holds a close alliance with a mortal, they may choose to offer their blessing as a reward. Remarkably, you have earned the favor of one or more deities, either through your own notable deeds or through your unwavering dedication and loyalty. With each purchase of this perk, you gain the blessing of a specific deity, tapping into their divine powers and harnessing their unique abilities.

The precise powers bestowed upon you will be tailored to the god in question, reflecting their dominion and realm of influence. For example, should you choose the blessing of Poseidon, you would gain hydrokinesis, the capacity to breathe effortlessly beneath the waves, the ability to navigate treacherous seas unharmed, and a deep alliance with all beings residing within Poseidon's vast domain. You may purchase this perk as many times as you can afford.",,,
17,,200,A Long History of Friendship,Fate/Zero,"Old allies come with having an old family. While they might not always be close enough to help you without payment, you always have them to go to. You know how to make lasting relations with other groups in this way. Families, organisations, even entire countries. Even if who is in charge changes, their successors and descendants will always remember the friendship and favours you exchanged with their predecessors and ancestors. By maintaining these bonds over several generations, you can reinforce them to become even tighter than they would otherwise.",,,
18,,200,In My Heart,Tsukihime,"They mean too much to you. Your loved ones, your principles, or even your property? It doesn’t matter - you can’t let yourself be reduced to a rampaging beast when their lives are on the line. You have increased willpower, strong enough to let you resist homicidal urges or resist mental torture within and without, and this willpower increases threefold when you act on it in the name of those you care about, whatever they may be.",,,
19,,200,Even a Magical Family Deserves Happiness,Fate/Zero,"Keeping your family safe can be hard even when you’re not a mage. Just juggling a job and family time can be hard. And keeping them safe when you’re taking part in a brutal magical war on your home territory? Even harder. You’ve been blessed to almost never need worry about that. Your family will never be in danger unless you incite a foe to specifically go after them. Even when it comes to natural disasters, if there’s even the slightest chance they could be okay, they will. And you’ll almost always be able to have time for them too. Whether through skill or just sheer luck, your schedule always just happens to have at least an hour free for you to spend with those loved ones each day.",,,
20,,200,Burning Blue Battle Ax,Witch on the Holy Night,"What’s the best way to tackle all the problems of the world? HEAD ON, AND SCREAMING! The reckless, blunt approach has a tendency to work out well for you. Fortune favours you cutting to the front of the line to get what you want or demanding people do things your way, and even if you’re a nitwit that loves spamming giant magical lasers the collateral damage has a tendency to just...go unnoticed by the world at large unless you really go out of your way to advertise it. The clever and the subtle often get caught off-guard by your sheer guts. Seize the day. BY THE THROAT.",,,
21,,200,For Her Dream,Fate/Stay Night,"An immortal being does not age and few consider what that truly means. To watch everyone you know and love waste away, to see your entire culture and civilisation crumble before newly rising ones, to know you are alone and out dated in a world that has moved on. But some immortals manage to adapt. You are one such being, having become immune to these effects of time. Whether you are unaging or not, the passage of time will never leave you unable to adapt and the deaths of loved ones to age will never leave you a broken wreck. You will always be able to find some new form of enjoyment or meet a new person to love in time, no matter how long you have lived already.",,,
22,,200,Fit For A King,Fate/Grand Order: Cosmos In The Lostbelt,"One of the biggest factors in becoming a heroic person, or at least a great one, is willpower and resolve. Essentially, the ability to power through any distress or obstacle that comes your way. And with this purchase you’ve come to possess this trait. You could be forced to complete an incredibly arduous journey both physically and mentally not once, but 6 times, and be completely fine afterwards even if you got no recognition from the feat. You could remain entirely unshaken even when fighting the gods themselves, and your willpower is enough that you could simply stand and simple even through the pain of being gravely wounded. There is nothing in this world that can really break you, and even if something manages to do so it won’t be for very long.",,,
23,,200,The First Snake,Fate/Zero,"Many Masters seek out specific catalysts, artefacts from or relating to the Servants they wish to summon, to make gaining that Heroic Spirit more likely. And they do indeed find the rarest things. Scraps of cloth from the cloaks of the original heroes, tablets or books written by them personally, the skin of the very first snake to ever shed its own skin. You’re just as skilled at this and more now. Not only do you know how to start searching for ancient and lost artefacts like these, but you seem to have a preternatural luck when tracking them down, such that you will often be led to your target even when you would normally miss it or not even come close.",,,
24,,200,"A Cat Is Fine, Too",Tsukihime,"I’ll pretend I didn’t hear that. But, you seem to have a very peculiar talent now. You will find that you are strangely capable of holding a functional relationship with both people with difficult personalities and incredibly dangerous individuals who would otherwise tear your head off immediately for speaking out of line. So long as the feeling was reciprocated, you could maintain a century-long relationship with a vampire five times your age and power without them being abusive or controlling about it, nor feeling awkward about dating someone like you. Just note that while this will usually lead to you getting special treatment in a relationship, it won’t change their personalities very much - if anything, they’re likely to be twice as vicious to anyone they see as coming between you two. For the less romantically inclined, you have a talent for assembling a small group of different supernatural individuals and maintaining a functional friendship or team with all of them.",,,
25,,200,Kindness is it's Own Reward,The Holy Man of The Church Creek ,"They say kindness is its own reward, and in your case, that saying holds true. Your acts of kindness will not go unnoticed or unrewarded. The universe itself recognizes and appreciates your benevolent nature. When you extend a helping hand, a chain of positive events will unfold, leading to unexpected rewards.

The magnitude of these rewards is directly proportional to the depth of your kindness. Saving a group of innocents may grant you their undying loyalty and unyielding support in times of need. A small act of charity might reveal a hidden talent or a valuable resource that aids you on your journey. The more profound your acts of kindness, the greater the blessings that will come your way.",,,
26,,200,Hometown of the Soul,Fate/Legends: Baba Yaga,"The world is not just restricted to your own motherland. Beyond its borders might just be a country where you feel even more at home. A Hometown of the Soul perhaps. For Helena that was the spiritually rich India. And for you... Well why don’t you find out? You have an affinity for traveling and learning about the cultures and norms of whatever place you find yourself in. This also comes with a general boost to your training. The more passionate you are about something be it a skill, a culture or even the occult, the greater the benefit you will gain when you commit yourself to learning about it.",,,
27,,200,Power Breeds Power,The Holy Man of The Church Creek,"In this world power reigns supreme, the union of formidable individuals has long been recognized as a means to breed even greater strength. With this perk, you are a beacon of interest to those who seek to create offspring of unparalleled power. The allure of potential courses through your veins, drawing attention from those who desire to forge a lineage of exceptional abilities. The effects of this perk are threefold, each contributing to the legacy you may leave behind. Firstly, you become a target of great interest to those who seek to produce strong and gifted children. Your reputation precedes you, attracting those who recognize the potential for greatness that lies within your bloodline.

Secondly, any children born of your union possess the remarkable ability to inherit the powers and abilities that both you and your mate possess. From the moment of their birth, they carry the legacy of their lineage, wielding the strengths of their lineage as a testament to their potential. Lastly, the potential of your children surpasses even your own, as their combined heritage draws upon the strengths of both parents. Their potential for growth and mastery is elevated to heights that surpass either of their progenitors, forging a new generation of extraordinary individuals. However, should you wish for any reason to withhold specific abilities or potential from your offspring, you hold the option to do so.",,,
28,,200,Beloved,Angel Notes,"There is a deep, intimate bond between you and your planet of origin. The relation between you and your stellar object, be it a planet or moon or star, is like that of parent and child. It fiercely protects you so long as you do not turn against it and you may always remain in contact with it. Other planets are more like distant cousins. You retain your ability to speak directly with the spirit and consciousness of any such stellar object and to be treated at worst as a neutral party, if not given some degree of favour from the beginning. It isn’t difficult for you to cultivate close relationships with such titanic beings, so long as you continue to prove you are on their side you will grow closer, though such feats may be very difficult for something less than an Aristoteles to accomplish. Eventually they too might give you their aid, influence and even power, should you earn it.",,,
29,,300,Sharing Tables,Carnival Phantasm,"You have an uncanny tendency of coincidentally meeting with new and interesting people, and your first meetings with others rarely turn out poorly, unless they were your enemy to begin with.",,,
30,,300,Seeker of Mystery,Generic Nasuverse,"You have a knack for stumbling across knowledge of magic and magical artifacts, whether from the modern era or times long past. Whether this comes in the form of teachers, ancient scrolls, lost books, or something readily available, you simply seem to have the best luck in the world.",,,
31,,300,Timeskip Training Montage,Generic Fate Crossover,"Whenever you and your allies decide to dedicate more than a whole day to training, you all gain additional experience, mastery and reserves when applicable over whatever you were training on. (Effectiveness scales higher, the longer you train like this, from 1 Week yielding doubled results, a month yielding 5 times the results, a year yielding 10 times the results, to a maximum of 5 years giving you 20x the value of your total time trained).",,,
32,,300,Donning the Deerstalker,Fate/Legends: God Save the Queen,"A detective without boundaries or limitations. The occupation becomes entwined with your very existence, more important than a mere hobby or way to express your intelligence. It’s a part of your story and the role is laid out for you to play, sometimes whether you like it or not. Being the Detective in the story will provide certain benefits, advantages to your situation. Attempts to solve mysteries and unravel the plans of villains, among other Detective-like activities, will meet much more success than normal. Fortune favours your endeavours and clues you might have missed instead shine to your sight, the villain themselves might make a critical slip up that would feel foolish outside of a mystery novel. Which you definitely are not effectively a character within. Your abilities are particularly potent against anyone that would be widely seen as a mastermind along the lines of James Moriarty. 

Additionally, the part that may not always be so desirable, is that solving mysteries becomes an unavoidable part of your tale. Wherever you go, whenever you are, you’ll find puzzles and schemes and crimes to solve. Often, they’ll make themselves a vital part of the goals or story you currently pursue, changing things to make your story that of a Detective. In extreme circumstances, you may find that your story brings you to great and grand crimes to figure out, even across both space and time.",,,
33,,400,Lucky Break,Fate/Revelation Online,"Sometimes, things just go well for you. Perhaps a wolf chasing you trips at a critical moment. Perhaps you figure out a core part of the system to exploit by complete accident. Perhaps you slip through the cracks and get to take a break for a while instead of constantly testing new features. Regardless, you have rather fantastic luck. While this isn’t plot armor tier, you can rely on this to regularly help you out in basically every situation.",,,
34,,400,Starting On Your Best Foot,Fate/Grand Order,"If the hero died before the story started, there wouldn’t be much of a story, would there? If the plan of the bad guy had gone ahead, you’d have died back in the explosion without a chance to resist. When it comes to the schemes of the bad guys of your story, you always get at least a chance to resist their plots. You won’t get blown up out of nowhere, assassinated before even knowing who your opponent is or otherwise made useless before the story even starts. There’s no guarantee you’ll make a difference but you’ll always be able to last through the first stages of whatever plan you’re fighting against.",,,
35,,400,The Bar,Fate/Kaleid Liner Prisma Illya ,You are Determined. When you set yourself a goal your willpower is vastly increased. If there is a bar that you have decided to jump over and are currently unable to then you are able to spend as long as you need to accomplish that task. When focusing on a task you have a single-minded determination that allows you to accomplish things like fighting through several life or death fights in a single night and then forcing your broken body to still move. For some reason this is also nearly hypnotic to your preferred sex. When watching you strive for your goal they will see the raw determination you have to accomplish your desire and very few would be capable of resisting falling for you,,,
36,,400,Packing Tape!,Tsukihime,"Not many people think about using packing tape as a ‘bandage’ to hold your body together while you recover from an incredibly gruesome injury. But not many people are as amazing as you, so it all works out! You will find that you are able to supplement your own abilities or solve problems using subpar materials, such as using duct tape as bandages, a slingshot in place of a gun for firing a silver bullet, or a rusted sword in place of a Black Key and it will work just well enough that you can get by without the real thing. Won’t change how fragile the items in question are, particularly against tough situations or opponents, but hopefully the problem will be fixed by then, right? Is this the will of the planet aiding you or are you just stupidly lucky? Who knows!",,,
37,,400,Blood Brothers,Fate/Zero,"It’s not fair that heroes are always getting to make teams and friendship speeches. You know you’re just as friendly as any of those do gooders. It’s just hard finding some whose hobbies include mass murder and cannibalism. Isn’t it great that you can bond with other freaky guys like you now? Long as you aren’t fighting each other already, you find it easy to make friends and allies with all the psychos, monsters and other twisted beings you can find. Even those that would normally attack on sight give you a chance to talk and get to know each other. And if you happened to share a treat together, like some tasty young morsel you’ve caught, you’ll get closer even faster. I’m sure if you did something really nasty together, the two or more of you could become Best Friends Forever.",,,
37,,400,Tools That Make The Man,Fate/Legends: Empires of Antiquity,"Every hero in these lands isn’t just known for their own feats, they’re also known for what they used to do those things. It’s with their tools of legend, their divine treasures in many cases, that they crafted their legends. You find yourself far more fortunate than most heroes when it comes to getting your hands on magical items or other powerful artefacts where you are. Even not searching for them and living an easy life, it’s likely you’d find at least a few minor but useful tools each year, maybe even something moderately powerful like an enchanted blade. Should you be actively questing and fighting dangerous monsters, you’ll actually find that you almost trip over small magic tools and could have half a dozen powerful magical items in your arsenal in just a year’s time. You very quickly master the use of them, especially any unique properties they have, and can even find that they prove much more hardy and useful in your hands than in others, showing twice or even thrice the normal effectiveness.",,,
39,,400,Tahno Gland,Tsukihime,"Weird things are attracted to weird things, so why are they so attracted to an ordinary person like you? Those of your preferred gender find you have a certain ‘je ne sais quoi’ about you and are inexplicably drawn towards you, even those who should be your enemies, forming a crush or becoming outright smitten with you over the course of a day or two - give or take, depending on where you stand in a conflict. It will only take hold on individuals you would find attractive, or would at least have some interest in. The harem route is quite possible for you if you put in the effort. Beware, though; if you treat them poorly or spurn their affections they will react as a normal person would. Or rather how a normal person with supernatural abilities would. It’s also hard to say who this will affect and when - but make no mistake, your love life will never be boring ever again. This can be toggled on and off, but removing the effect won’t remove any attractions that have had time to grow from this perk. There is no escape.",,,
40,,400,Hero In Training,Generic Nasuverse,"Every hero starts off somewhere. Nobody is born great! Er- wait. No. That’s a lie. Plenty of people in the Nasuverse were born great. But not everybody, and that’s what this perk is about!

Normally, everybody has some sort of limit. A point at which they simply can’t improve anymore. Not you though. Not really. Once you reach your physical, mental, or spiritual limits, you can overcome them through sheer determination and force of will, allowing you to continue improving in that area.

This doesn’t remove your limits. It merely pushes them further away. At some point, you’ll hit your limit again and have to force your way past it again.",,,
41,,400,Shining Lights,Fate/Grand Order,"Poisons, knives in the dark, war, betrayal, sabotage. A leader has to survive some pretty hairy stuff. Often they don’t survive, betrayals are just as popular in legends as miraculous tales of survival. Don’t get too worried about all that. It’s good to keep an eye out but you’ll have a little bit of support now that you have this. It’s your ticket out of one impossible situation every ten years. A battle where every path ends in your death would open up to allow you to escape unheeded. Trapped in a room filled with bombs? A miracle occurs and your soul briefly separates from your body to avoid the blast and reform later in a safe place. Surrounded by political enemies united against you, about to topple you from the throne? A sudden conflict will arise to send them into disarray and give you a bit of time to ready a defence. It’s only once each time and it’s only going to give you a chance but a good leader shouldn’t need anything more than that.",,,
42,,400,Timeless Strength,Vasto of White,"With the passing of time, your strength only grows stronger. Your abilities and powers will never deteriorate or weaken, but instead, will only continue to improve and expand. You will become a legend in your own right, your name and deeds immortalized in the annals of history. Your age will only serve to enhance your power and prowess, and your enemies will tremble at the mere thought of facing you. Whether it be physical, mental, or spiritual strength, you will continue to grow stronger with each passing day. This is the truest form of a Noble Phantasm, and you possess it within yourself.",,,
43,,400,Fairy Blessed,Fate/Legends: Garden of Avalon,"It’s a rare man that gets the attention of the Fae and even rarer for that attention to be as positive as what you receive. From your handsome face to your caring heart to just a smell about you, fairies of all different kinds find that they can’t help but adore you and being around you. Not only are they almost never violent with you without serious provocation but they are almost eager to become friends with you and help you out. They can make for powerful allies and unlike most people, are quite helpful with you if you should attempt to navigate their byzantine rules and tricks. One might even say their pranks truly are good natured with you, rather then the sadistic tricks they do to others. Past this fairy love, you have also received a blessing of great luck from the fae race, one that applies in battle alone. This luck blessing is quite powerful, allowing you to defeat foes you should normally struggle greatly against with relative easy for most of the time. It is fickle, a fairy blessing is given by fairies after all, but by relying on your own skills as well, you can find yourself scything through entire ranks of the enemy like a flash.",,,
44,,400,EX Rank Luck,Fate/Grand Order: SkyrimAnon,"The circumstances arrayed against the Last Master of Chaldea are frankly absurd. Great beasts and heroes will oppose them, and they will even have to fight the very gods in their journey. All this while remaining a relatively unremarkable human, at least physically. It's a miracle that they could succeed at this task, a miracle you now share. Allies will seemingly fall into your lap, always with the right array of abilities to surmount the obstacles to come, even if you're not aware of them yet. Enemies will conveniently have better things to do than smite you, and even those laser focused on bringing you down will somehow be distracted, tricked, or blocked to allow you to survive. The right tools for the job will be placed at your hands at the right moments, and even the most hopeless situation will turn out to have a hidden solution that appears at dramatic times.

Nothing will truly be unbeatable to you, as long as you keep in mind a few things. This luck won’t care for any moral quandaries. Former enemies might become essential to your victory, and if you are unable to get over any grudges or distaste you have for them, they won’t be able to help you. Essentially, you’ll always have a winning hand to play, but it’s up to you to be willing to play it at all. You will have to accept the help of anyone, from the most upstanding moral paragons to the most repulsive monsters you’ve met, if you want to survive from truly great threats. Additionally, regardless of its strength, this is ultimately just luck. Rely on it, and you will find yourself depending on a suddenly absent factor. Simply have faith in your friends, and they shall see you through. As a final note, this does not work during climactic fights against your opponents. Your luck evens the board and makes even the most dangerous of beings possible to defeat, but actually attaining victory will have to be done on your own efforts.",,,
45,,400,Child of the Stars,Fate/Legends: Strange New World ,"It is only unnatural that you are who you are. An outsider to any world you go to. Apparently, some other beings in this world can sympathise. You’ve found yourself beloved by the eldritch beings that hail from outside reality, the gribbly things in the cracks of space-time and the monstrous gods that do not exist yet continue to act. This is to the point that lesser such beings and creatures of the mythos often act as loyal and quite cuddly pets to you while the senior ones, such as the Old Ones or other higher beings, usually dote on you as older siblings or parents might, protecting you when they notice you in danger or leaving little helping gifts in your path. Those you specifically anger, while difficult to do so, will ignore this mostly and they, unless you befriend them more, usually do not make extreme efforts for you without reason. Of course, while this affection can bring great boons, it can also bring great danger. The minds of these beings are often strange even in regards to the weak creatures, much less the ancient and unknowable outer beings, so their gifts may seem more like threats or danger, though rarely would it be without a silver lining.",,,
46,,400,The Harem King,The Holy Man of The Church Creek,"Let's be honest, most of you probably came here just to find a perk like this one. Well, given the nature of the setting it had to be offered. This perk makes you truly worthy of being not only the Harem King, but the greatest Harem King. This grants you a variety of boons to aid you in the art of romance, love, and seduction. First, your physical presence is utterly intoxicating, transcending mortal beauty and captivating the hearts of all who gaze upon you. Your charisma, charm, and natural magnetism are enhanced to an extraordinary degree, exponentially multiplying the allure you possess. Every feature, every movement, and every aspect of your being radiates an irresistible aura that effortlessly ensnares the hearts of those around you. From gods to demons, from past heroes to powerful entities, the entire spectrum of existence finds themselves irresistibly drawn to you, powerless against the allure of your presence.

In addition, your enchanting power extends to beings of all types, from the most powerful and influential individuals to mythical creatures and magical entities. You have the skill to entice, seduce, and captivate the attention of all, potentially encompassing every individual in the world and beyond. Even those without emotions or singular purposes in life will find themselves consumed by an overwhelming love and devotion, placing you above all else in their hearts. The depths of affection and devotion inspired by your presence is truly awe-inspiring. Love grips the hearts of those who encounter you with an intensity beyond measure, driving them to extraordinary lengths to remain by your side. From gods to demons, they willingly surrender their power, wisdom, and influence in order to bask in your presence. The most powerful, beautiful, and influential women become captivated, compelled to dedicate themselves wholly to you. Their goodwill, affection, and loyalty are unwavering, creating an unbreakable bond that surpasses mere infatuation.

Third, the challenges of seduction hold no weight against your prowess. Even gods of love and beauty would find themselves captivated by your charisma and expertise. From a simple conversation to an intimate encounter, your ability to kindle desire and passion surpasses all expectations. Whether it is a fleeting tryst or a profound connection, each interaction is a testament to your unrivaled skill and sensuality. The experiences shared with you become cherished memories, forever etched in the minds of your partners. Fourth, you have a keen understanding of the complexities of harem dynamics. This allows you to maintain a harmonious and fulfilling love life. All individuals who enter your harem will not only be open to sharing your affections, but also develop profound bonds with one another. This could be friendship or even romantic feelings which can blossom among your partners, fostering a sense of unity and understanding within your intimate circle.

Fifth, maintaining balance and quality time within your expanding harem is paramount, and this perk grants you the ability to effortlessly manage your relationships. Regardless of the size of your harem or your busy schedule, you possess an innate knack for finding meaningful moments with each lover. Even a few minutes will seem like hours filled with laughter, deep conversation, and shared experiences. Time itself seems to bend to accommodate the depth of your connections, allowing for genuine and fulfilling interactions with every partner. Lastly, to ensure your comfort and enjoyment, this perk grants you the freedom to weaken or disable specific aspects of its effects. You retain full control over the extent to which your powers manifest, allowing you to tailor your experiences according to your desires and the needs of your relationships.",,,
47,,600,Like Hell I'd Die,Carnival Phantasm,"Much like a certain blue-haired man in tights towards the Carnival's end, you can dodge the unfavorable lots that destiny sets up for you. This is primarily true of lethal situations, which you can, with proper skill and durability, either dodge successfully or play off in slapstick fashion. This still depends on your own capabilities, though.",,,
48,,600,Sympathy for the Devil,Fate/Stay Night,"Everyone deserves a chance, don't they? Even the worst sort of being deserves a chance. Somehow, villains and evil beings of all shapes and sizes get a sense that you know this, whether you agree or not. Often, instead of just being killed or sentenced to some worse fate, the bad guys will offer you a chance to work with or serve them instead. If you're actually bad too, this might even work on barely sentient monsters or forces of evil too, allowing you to act as an avatar of their wills. The best part is that you won't be viewed as some disposable tool or henchman but as a valued agent. If you are sacrificed, it will only be for a truly important goal.",,,
49,,600,Hard Work Conquering Talent,Fate/Zero,"Talent. Natural aptitude or skill. You either have it or you don’t. Your entire life could be decided at the moment you were conceived. You struggled so desperately to pass this barrier, this unbreakable glass ceiling and somehow, you did the impossible. You became living proof of the value of hard work. When you put in the work, the long hours, you get more out of it than anyone else would. The longer you work at learning something, the better this gets, but it won’t continue forever. You enjoy working in this way, so don’t worry about not having the will to put in that effort. And when you come up against something that only those with talent could do, something limited to those born with it? With enough work, you could match them in that too, no matter what your elders say.",,,
50,,600,Spirit of Man,Angel Notes,"You don’t have the evolved advantages of the A Rays or the raw power of the Liners. You’re not even as good as the Human Liners. But you’re still here. Humanity, pure Homo sapiens, are still alive even in this Land of Steel where the very air is poison to them. They’re still striking back to the invaders. Humans like you don’t just die, they don’t just roll over when something strong comes round. They survive. For you, that path is always open. It’ll be dirty, painful, and miserable and might even make you wish you died, but as long as you struggle onwards, you can survive. As long as there is even the tiniest chance of you living, you will as long as that is all you focus on. Winning? Not the aim of the game here. You might well lose everything. But you’ll still be there when everything else is ending around you. Just hope you don’t find something to fight for, huh? Might be tempted to give it all up for something more important than a life.",,,
