0,Perk Name,Cost,Source,Description
13,Augment Making Recipes,250 CP,Grim Dawn,"""Augments are enchanted powders, tinctures and poisons that can be used to empower weapons, rings, and amulets. An item may have only one augment on it at any given time, and applying a new augment overwrites the old one. Salvaging or dismantling an augmented item does not return the augment.""

You gain ability to craft all augments from the game, apply them effectively. You can even tweak recipes slightly or use auguments in creative ways. However, you only have high skills, deep insight, and mystical powers when creating something from these recipes. Although, over time, some mundane or even more supernatural pieces of skills and knowledge might stick to you through the practice of crafting these items."
14,Chthonian Lore,800 CP,Grim Dawn,"""Chthonians, horrors from the Void, are the things of nightmares. Prior to the Grim Dawn, Chthonians would only be seen upon Cairn following an arcane ritual gone wrong or at the beckoning of a powerful sorcerer. Despite an effort to exterminate the practice, a cult has formed around blood rituals and the worship of Chthonic beings. Members of the cult have been overheard chanting one name in particular: Ch'thon. With the world in disarray, the cult has grown strong, garnering new followers desperate for answers in a world that no longer makes sense. Chthonians, and their loyal cult, appear to be at odds with the Aetherials, eagerly harvesting helpless humans for blood so that the Aetherials cannot use them as vessels."" 

You gain a deep insight into Chthonian lore, the ability to actually call upon these powers to produce various effects, and even thin out boundaries so that things from the Void can slip into your current reality (not sure why you would do that). The infohazardous knowledge granted by this perk is hidden from you; if it would harm you, you won't perceive it. Be wary - dabbling in such powers too much might attract the attention of something bigger on the other side, even if you intended otherwise, simply because you were not careful."
15,Aetherial Lore,800 CP,Grim Dawn,"""Foolishly and greedily did the arcanists of Cairn delve into the magical veil known as the Aether, never once suspecting that something was looking back. The Aetherials descended upon Cairn in what is now known as the Grim Dawn, possessing countless humans and butchering the rest. Most despicably of all, they began raising the fallen as mutated undead creatures, mindless foot soldiers for their invasion. Their very presence on Cairn is enough to mutate the wildlife, turning once docile creatures into vicious monstrosities. But most strange of all is their apparent hatred for Chthonians, as they will battle against the horrors from the Void at every opportunity."" 

You gain a deep insight into Aetherial lore, the ability to actually call upon these powers to produce various effects, and even thin out boundaries to cause a version of 'Grim Dawn' in your current reality (not sure why you would do that). The infohazardous knowledge granted by this perk is hidden from you; if it would harm you, you won't perceive it. Be wary - dabbling in such powers too much might attract the attention of something bigger on the other side, even if you intended otherwise, simply because you were not careful."
16,Skill Gems,500 CP,Path of Exile,"You gain the ability to create skill gems and craft the necessary item sockets to apply them to various objects. In addition, you possess an encyclopedic knowledge of all skill gems from the Path of Exile universe, along with the expertise to use them effectively."
17,Not Enough Flasks,300 CP,Path of Exile,"You gain the ability to create any of the various flasks from the Path of Exile game. You possess an encyclopedic knowledge of their properties and effects, along with a general understanding of their practical application. These flasks function in a manner highly inspired by their in-game mechanics."
18,Quality Items,200 CP,Path of Exile,"You can spend additional time and resources to improve the quality of a targeted item, inspired by Path of Exile mechanics. This process is more difficult for item types not originally covered by the game's quality system. The effort and cost involved scale with the complexity and power of the item. Quality is significantly easier to apply when you are creating an item from scratch."
19,Complete Modifier,300 CP,Path of Exile,"You can apply modifiers inspired by Path of Exile mechanics to your own creations. Any item you are personally in the process of making (be it a device, weapon, armor, landmark, creature, or similar) is a valid target for modification. This process works best on things analogous to entities that could be modified in the original game. The cost in time and resources scales proportionally with the power of the modifiers and the nature of the target creation. Some modifiers are easier to apply to certain things, some modifiers work better and in more predictable way when applied to certain things."
20,Vial of De-termination,300 CP,Undertale,"A small highly enchanted vial made from some semi-transparent material filled with a slightly glowing fluid - this is De-termination, freshly extracted and condensed from human souls. Can be purchased multiple times.

Effects: The use of this liquid is uncertain and potentially dangerous. Drinking it may temporarily grant immense willpower and the power to defy fate, but it could also have unforeseen side effects on one’s soul, identity, or very existence.

Note: The nature of souls varies between worlds. It is unknown if this substance will react the same way with the souls of your current reality, or if the inhabitants of that world even possess souls at all. Experiment at your own risk."
21,Urn of Monster Dust,100 CP,Undertale,"A small highly enchanted container filled with the gray dust of a fallen monster from the Underground. You may choose which monster this dust came from, or have it be random. Can be purchased multiple times.

Effects: The essence of the monster's being is preserved within this dust. It may have alchemical, magical, or scientific applications, particularly in the creation of new life or the modification of souls. After all, this substance was part of the process that created Flowey.

Note: The properties of monster dust originate from a world with very specific rules regarding souls, magic and mortality. How this substance will interact with the metaphysical laws of other worlds remains a mystery."
22,Cauldron Vial,400 CP,Parahumans,"A glass vial filled with a shimmering, opaque fluid. When consumed entirely, it will grant you a single random superhuman ability in the style of Worm Webnovel. Can be purchased multiple times.

Effects: The power granted is unpredictable in both nature and strength, ranging from minor and simple to insanely potent and esoteric. However, ingestion carries severe risks, including physical mutation, mental instability, or other permanent side effects. 

Note: These changes are connected to the personal Entity Shard this vial provides for you, which is now fiat-backed. As such, mutations or side effects caused by the vial cannot be easily reversed or removed by ordinary means. You will have to work with the Shard and the connection to change power expression.

WARNING: The entire contents must be consumed to work properly! Do not take more than one vial!"
23,INNOCENCE,1200 CP,Disco Elysium,"You are the Innocence, a living personification of History itself. In any world you enter, you are the highest category of historical personage, elected by fate to supreme rule. Your decisions are not mere choices, but historical inevitabilities; compressed events that would have happened anyway, merely accelerated through your will. This renders you functionally infallible, as your victories are not earned through force, but because they are pre-ordained. You do not need to enforce your rule - you win because you cannot help but win. Be warned, however: false claimants and factions who oppose your ordained destiny may still arise.

Due to the nature of this state, you cannot perceive the text of this perk or consciously access its effects. It simply is. Be warned, rules of your current reality and its metaphysics can and will wrap effects of this state in various ways."
24,LOGIC,150 CP,Disco Elysium,"""Wield raw intellectual power. Deduce the world.""

You possess a preternatural capacity for deduction and pure intellection. Piece together evidence, detect inconsistencies in statements, and impress everyone with your astonishing conclusions. Logic is the bread and butter of investigation and you have mastered it.

This perk manifests as a personified voice within your mind - the embodiment of your reason. It is a calm, tireless partner in thought that causes no discomfort or stress. Your potential with this aspect of your psyche is heightened beyond human limits; over time and with training, you can elevate this internal counsel to supernatural levels of insight, allowing you to unravel truths that should be impossible for human mind to discern."
25,ENCYCLOPEDIA,150 CP,Disco Elysium,"""Call upon all your knowledge. Produce fascinating trivia.""

Your mind is a database of facts. You innately draw upon a wealth of background knowledge on any subject - relevant to your case or utterly unrelated. The history of cigarette brands, the design of pre-Revolutionary guns, obscure cultural references, forgotten scientific trivia - all are at your fingertips when you need them most.

This perk manifests as a personified voice within your mind - the embodiment of your memory and accumulated knowledge. It is a calm, tireless inner librarian that supplies fascinating information and cross-references without causing any stress or discomfort. Your potential with this aspect of your psyche is heightened beyond human limits; over time and with training, you can become supernatural at storing, codifying, and accessing data, eventually granting you perfect recall of everything you've experienced and the ability to retrieve even the most obscure information instantly or even fill in some gaps from the data you already possess."
26,RHETORIC,150 CP,Disco Elysium,"""Practice the art of persuasion. Enjoy rigorous intellectual discourse.""

You have mastered the art of argument. Debate, nitpick, and win. Break down any argument and hear what people are truly saying beneath their words. Spot fallacies the moment they are used. Detect what was left out of a testimony, what someone is trying to divert you from, and whether a double entendre was intentional or merely an accidental lead.

This perk manifests as a personified voice within your mind - the embodiment of your Rhetorical aptitude and skill. It causes no discomfort or stress, serving purely as a tool for intellectual analysis. Your potential with this aspect of your psyche is heightened beyond human limits; over time and with training, you can become supernaturally skilled at wielding this internal voice to dissect arguments, uncover hidden truths, and win any debate through sheer rhetorical mastery."
27,DRAMA,150 CP,Disco Elysium,"""Play the actor. Lie and detect lies.""

The world is a stage and on it, you perform. This perk enables you to craft elaborate falsehoods, concoct wonderful stories, and adopt ingenious personas with masterful stagecraft. You become a virtuoso of fourberie and deceit. Conversely, you can see through the performances of others: if someone lies to you, you will know it immediately.

This perk manifests as a personified voice within your mind - the embodiment of your Dramatic aptitude. It causes no discomfort or stress, serving purely as a tool for deception and truth-seeking. Your potential with this aspect of your psyche is heightened beyond human limits; over time and with training, you can become supernaturally skilled at wielding this internal voice to perform, deceive, and uncover the false performances of others."
28,CONCEPTUALIZATION,150 CP,Disco Elysium,"""Understand creativity. See Art in the world.""

You possess the ability to make fresh associations and delve into world-concepts: from postmodernist karperie to arabesque dideridada, from the meaning of HARDCORE to the hidden connections between seemingly unrelated ideas. More importantly, you can add your own contributions to these works, creating new art and new concepts that enrich the world around you.

This perk manifests as a personified voice within your mind - the embodiment of your Conceptualization ability. It causes no discomfort or stress, serving purely as a tool for creative insight. Your potential with this aspect of your psyche is heightened beyond human limits; over time and with training, you can become supernaturally skilled at wielding this internal voice to perceive art everywhere and generate original concepts of profound depth and beauty."
29,VISUAL CALCULUS,150 CP,Disco Elysium,"""Reconstruct crime scenes. Make laws of physics work for the Law.""

You possess the ability to create virtual reconstructions within your mind's eye. Trace a bullet's trajectory from shattered glass with mathematical precision. Count footprints at a glance and discern shoe size, design, and the height, weight, and gender of the one who wore them. You make the laws of nature serve justice.

This perk manifests as a personified voice within your mind - the embodiment of your Visual Calculus skill. It causes no discomfort or stress, serving purely as a tool for spatial analysis and reconstruction. Your potential with this aspect of your psyche is heightened beyond human limits; over time and with training, you can become supernaturally skilled at wielding this internal voice to reconstruct events, analyze physical evidence, and make the invisible visible."
30,VOLITION,150 CP,Disco Elysium,"""Hold yourself together. Keep your Morale up.""

You possess an unbreakable core of will. Volition enables you to resist temptation in all its forms - whether it waits in a bottle, between a pair of legs, or at the end of an iron barrel promising oblivion. It gives you the strength to continue when all else falters, bolstering your resolve and protecting your spirit from breaking.

This perk manifests as a personified voice within your mind - the embodiment of your willpower and integrity. It is a calm, steady presence that encourages you to be good to others and to yourself, causing no discomfort or stress. Your potential with this aspect of your psyche is heightened beyond human limits; over time and with training, you can become supernaturally skilled at wielding this inner voice to maintain morale, resist corruption, and hold yourself together against any force that seeks to tear you apart."
31,INLAND EMPIRE,150 CP,Disco Elysium,"""Hunches and gut feelings. Dreams in waking life.""

You possess an unfiltered wellspring of imagination, emotion, and foreboding. Inland Empire enables you to grope your way through invisible dimensions of reality, gaining insight into that which sight cannot see. You sense what is really going on beneath the surface: the enigmatic riddles, the hidden meanings, the whispers of world-fate.

This perk manifests as a personified voice within your mind - the embodiment of your intuition and dreamlike perception. It speaks in hunches, feelings, and strange certainties, causing no discomfort or stress. Your potential with this aspect of your psyche is heightened beyond human limits; over time and with training, you can become supernaturally skilled at wielding this inner voice to perceive the invisible, interpret the inexplicable, and navigate the dreamlike dimensions of reality."
32,EMPATHY,150 CP,Disco Elysium,"""Understand others. Work your mirror neurons.""

You possess the ability to break into the souls of others and feel what lies within. Empathy enables you to notice social cues that others miss: a hidden sadness you could coax out, a strange joy in someone who should be grieving, or a buried resentment that could one day return to harm you. You understand what people truly feel, beneath their words and masks.

This perk manifests as a personified voice within your mind - the embodiment of your capacity for emotional insight. It speaks in feelings and intuitions about others, causing no discomfort or stress. Your potential with this aspect of your psyche is heightened beyond human limits; over time and with training, you can become supernaturally skilled at wielding this inner voice to perceive the hidden emotional truths of anyone you encounter."
33,AUTHORITY,150 CP,Disco Elysium,"""Intimidate the public. Assert yourself.""

You possess an innate understanding of power dynamics. Authority enables you to assert and reassert your dominance over those around you: reading groups of thugs, knowing exactly how far you can push a perpetrator, and establishing control over any situation. You command respect, fear, or obedience as the moment demands.

This perk manifests as a personified voice within your mind - the embodiment of your capacity for command and intimidation. It speaks in certainties about power, boundaries, and control, causing no discomfort or stress. Your potential with this aspect of your psyche is heightened beyond human limits; over time and with training, you can become supernaturally skilled at wielding this inner voice to dominate social dynamics, break resistance, and make your authority absolute."
34,ESPIRIT DE CORPS,150 CP,Disco Elysium,"""Connect to Station 41. Understand cop culture.""

You possess the very spirit of policing - the cop-geist. Esprit de Corps enables you to understand your blue-souled sisters and brothers on a profound level, picking up subtle signals from partners and allies. More remarkably, you experience flash-sideways scenes of your comrades as they play out elsewhere (glimpses of precinct life, moments of danger, acts of solidarity) allowing you to coordinate and connect across distance.

This perk manifests as a personified voice within your mind - the embodiment of your attunement to brotherhood and shared purpose. It speaks in loyalty, understanding, and flashes of distant events, causing no discomfort or stress. Your potential with this aspect of your psyche is heightened beyond human limits; over time and with training, you can become supernaturally skilled at wielding this inner voice to forge unbreakable bonds with allies and sense their struggles wherever they may be."
35,SUGGESTION,150 CP,Disco Elysium,"""Charm men and women. Play the puppet-master.""

You possess the art of soft power. Suggestion enables you to implant ideas into the minds of others, making them believe your desires are their own. Charm citizens into liking you more. Plant doubt in gangsters until they turn on each other - many crime rings have fallen to a single well-placed whisper. When people think they want what you want, you've already won.

This perk manifests as a personified voice within your mind - the embodiment of your persuasive talent. It speaks in subtlety and influence, suggesting the perfect words to plant, the right doubts to sow, causing no discomfort or stress to you. Your potential with this aspect of your psyche is heightened beyond human limits; over time and with training, you can become supernaturally skilled at wielding this inner voice to shape thoughts, manipulate desires, and orchestrate outcomes without ever appearing to pull the strings."
36,ENDURANCE,150 CP,Disco Elysium,"""Take the blows. Don't let the world kill you.""

Your metabolism and circulatory system operate at peak capacity. Endurance enables you to survive punishment that would fell others: bullets, toxins, environmental hazards, and the general wear and tear of existence. Who cares if you can't aim a gun if you can take a few bullets? Why fear drugs that harm the body when you are a very, very healthy man?

This perk manifests as a personified voice within your mind - the embodiment of your physical resilience and survival instinct. It speaks in sensations of your body's limits and capacities, causing no discomfort or stress. Your potential with this aspect of your physiology is heightened beyond human limits; over time and with training, you can become supernaturally skilled at pushing your body beyond its breaking point, surviving the unsurvivable, and letting the world exhaust itself trying to kill you."
37,PAIN THRESHOLD,150 CP,Disco Elysium,"""Shrug off the pain. They'll have to hurt you more.""

You possess an extraordinary capacity to ignore damage - physical and mental alike. Pain Threshold enables you to negate suffering that would stop others, pushing on bloodied and crawling to the bitterest end. Broken bones, gunshot wounds, heartache, loneliness - all can be set aside. In fact, you may find yourself perversely seeking out pain, reveling in the thrill of enduring what should break you.

This perk manifests as a personified voice within your mind - the embodiment of your ability to transcend suffering. It speaks in defiance and endurance, acknowledging pain without letting it stop you, causing no discomfort or stress. Your potential with this aspect of your physiology is heightened beyond human limits; over time and with training, you can become supernaturally skilled at wielding this inner resilience to shrug off wounds that would kill lesser beings and find strength in the very agony that would destroy others."
38,PHYSICAL INSTRUMENT,150 CP,Disco Elysium,"""Flex powerful muscles. Enjoy healthy organs.""

Your body is a weapon perfectly honed. Physical Instrument encompasses not just your muscles and skeleton, but your ability to use them with devastating effectiveness. Perform push-ups, sit-ups, knockout punches, and 360-degree spin-kicks with equal ease. A one-size-fits-all solution to thriving and surviving in a physical world.

This perk manifests as a personified voice within your mind - the embodiment of your body's capabilities and potential. It speaks in sensations of power, balance, and kinetic opportunity, causing no discomfort or stress. Your potential with this aspect of your physiology is heightened beyond human limits; over time and with training, you can become supernaturally skilled at wielding your physical form as the perfect instrument: moving with impossible precision, striking with unimaginable force, and executing feats of athleticism that defy belief."
39,ELECTROCHEMISTRY,150 CP,Disco Elysium,"""Go to party planet. Love and be loved by drugs.""

The animal within you - the beast longing to be unleashed to indulge and enjoy. Electrochemistry enables you to consume substances with dramatically reduced negative side effects while retaining their benefits. More than mere hedonism, it guides you through lurid matters: understanding chemical breakdowns, communicating with the intoxicated, and navigating the complex dynamics of desire and indulgence.

This perk manifests as a personified voice within your mind - the embodiment of your body's appetites and chemical wisdom. It speaks in urges, tolerances, and insights into the altered states of yourself and others, causing no discomfort or stress. Your potential with this aspect of your physiology is heightened beyond human limits; over time and with training, you can become supernaturally skilled at wielding this inner voice to process toxins, understand chemistry on an intuitive level, and navigate the darkest corners of human indulgence with perfect clarity."
40,SHIVERS,150 CP,Disco Elysium,"""Raise the hair on your neck. Tune in to the city.""

You possess a supra-natural connection to the spirit of the place you inhabit. Shivers awakens when the temperature drops and awareness sharpens, allowing you to hear the city itself, to truly belong to the streets. Old wrongs play out before you in present time; scenes across the city unfold in your perception as they happen. Someone (something) speaks to you through the wind and the cold.

This perk manifests as a personified voice within your mind - the embodiment of your attunement to the hidden life of cities and lands. It speaks in chills, whispers, and glimpses of distant moments, causing no discomfort or stress. Your potential with this aspect of your physiology is heightened beyond human limits; over time and with training, you can become supernaturally skilled at wielding this inner voice to perceive events across vast distances, sense the history embedded in your surroundings, and hear the secrets that only the world itself knows."
41,"HALF LIGHT",150 CP,Disco Elysium,"""Let the body take control. Threaten people.""

Your fight-or-flight response raised to an art form. Half Light enables you to sense when situations are about to turn violent or desperate, often before any conscious sign appears. It injects palpable fear into your heart, fear that urges action before it's too late, fear that makes you frighten others in turn. This is the aggression that lets you squeeze every last drop of information from a witness, the instinct that keeps you alive when reason would freeze.

This perk manifests as a personified voice within your mind - the embodiment of your primal survival instinct and aggression. It speaks in adrenaline, threat assessment, and the urge to strike first, causing no discomfort or stress. Your potential with this aspect of your physiology is heightened beyond human limits; over time and with training, you can become supernaturally skilled at wielding this inner voice to sense danger before it manifests, intimidate others with primal ferocity, and let your body take control when hesitation means death."
42,HAND/EYE COORDINATION,150 CP,Disco Elysium,"""Ready? Aim and fire.""

Your connection between hand and eye is extraordinary. Hand/Eye Coordination governs every interaction with objects in flight: catching coins tossed by mob bosses, throwing with precision, and above all, shooting straight. You understand firearms intimately: the precise make and model of any pistol at a glance, its quirks and capabilities, and exactly how to use it. Want to identify a weapon? This skill has you covered. Want to shoot someone with it? Ditto.

This perk manifests as a personified voice within your mind - the embodiment of your physical precision and firearm intuition. It speaks in trajectories, targeting data, and the perfect moment to release, causing no discomfort or stress. Your potential with this aspect of your physiology is heightened beyond human limits. Over time and with training, you can become supernaturally skilled at wielding this inner voice to achieve impossible accuracy, master any projectile weapon, and catch or throw with preternatural precision."
43,PERCEPTION,150 CP,Disco Elysium,"""See, hear and smell everything. Let no detail go unnoticed.""

Your senses operate at full capacity, open to the world in ways others cannot match. Perception enables you to notice what everyone else misses: the wad of bills hidden in a sugar bowl, the odor of a perpetrator beneath floorboards, the nervous gulp of a suspect claiming innocence. Every detail, every clue, every lie revealed through sight, sound, and smell.

This perk manifests as a personified voice within your mind - the embodiment of your heightened awareness and sensory intuition. It speaks in observations, anomalies, and the things that don't quite fit, causing no discomfort or stress. Your potential with this aspect of your physiology and psychology is heightened beyond human limits; over time and with training, you can become supernaturally skilled at wielding this inner voice to perceive the imperceptible, detect the hidden, and let no detail (however small) escape your notice."
44,REACTION SPEED,150 CP,Disco Elysium,"""The quickest to react. An untouchable man.""

Your body and mind move with preternatural agility and instinct. Reaction Speed enables you to dodge physical threats (punches, knives, bullets) with fluid grace. But it also sharpens your mental reflexes: you're never lost for words, never lacking a witty comeback, always streetwise in conversation. Your mental alacrity lets you connect little details on the fly, working in perfect tandem with your intellect to synthesize information in the heat of the moment.

This perk manifests as a personified voice within your mind - the embodiment of your physical and mental quickness. It speaks in split-second decisions, instinctive dodges, and the perfect retort arriving exactly when needed, causing no discomfort or stress. Your potential with this aspect of your physiology and psychology is heightened beyond human limits. Over time and with training, you can become supernaturally skilled at wielding this inner voice to react to the impossible, evade certain death, and react to things before they actually happen."
45,SAVOIR FAIRE,150 CP,Disco Elysium,"""Sneak under their noses. Stun with immense panache.""

You move through the world with style, grace, and undeniable cool. Savoir Faire enables you to slip past unnoticed in Samaran boxing style, tumble out the back with unexpected acrobatics, and lift evidence from perpetrators without their knowledge. Your footsteps fall silent when needed, your body grooves to any good beat, and your athletic flair impresses all who witness it. You are simply disco - a cooler cop, a smoother operator, a presence that cannot be ignored or caught.

This perk manifests as a personified voice within your mind - the embodiment of your style, stealth, and panache. It speaks in rhythm, opportunity, and the perfect moment to move, causing no discomfort or stress. Your potential with this aspect of your physiology and psychology is heightened beyond human limits. Over time and with training, you can become supernaturally skilled at wielding this inner voice to achieve impossible stealth, execute breathtaking acrobatics, and stun the world with your immense, undeniable flair."
46,INTERFACING,150 CP,Disco Elysium,"""Master machines. Pick locks and pockets.""

You possess an intuitive connection to the mechanical world. Interfacing enables you to understand, use, and improve machines of all kinds: repairing motor carriages, analyzing how a suspect used a pen, rewiring electrical circuits, and coaxing functionality from broken devices. Beyond pure mechanics, this skill extends to delicate manual theft: lifting keys from a keyring without notice, picking locks with practiced ease, and liberating objects from pockets. Machines are tools, and you are their master.

This perk manifests as a personified voice within your mind - the embodiment of your mechanical intuition and manual dexterity. It speaks in diagrams, friction points, and the whisper of tumblers falling into place, causing no discomfort or stress. Your potential with this aspect of your physiology and psychology is heightened beyond human limits. Over time and with training, you can become supernaturally skilled at wielding this inner voice to interface with any technology, repair the irreparable, and liberate anything that can be lifted or unlocked."
47,COMPOSURE,150 CP,Disco Elysium,"""Straighten your back. Keep your poker face.""

You are a fortress of emotional control. Composure enables you to maintain an unshakeable front, hiding your true feelings from the world while reading the cracks in everyone else's facade. You sense when others are about to break, when their body language betrays their words, when their composure is merely performance. And you do it all while looking good: no slouching, no tells, just perfect poise that makes any outfit work.

This perk manifests as a personified voice within your mind - the embodiment of your emotional control and social perception. It speaks in posture corrections, micro-expression analysis, and reminders to maintain your cool, causing no discomfort or stress. Your potential with this aspect of your physiology and psychology is heightened beyond human limits; over time and with training, you can become supernaturally skilled at wielding this inner voice to become utterly unreadable, perceive the hidden emotions of others with perfect clarity, and maintain flawless composure in any situation."
48,Nausicaä Engineering,600 CP,Nausicaä of the Valley of the Wind,"You possess the technological knowledge of the world after the Seven Days of Fire. Your knowledge is practical and rooted in remnant-based engineering - making do with what remains while reaching toward what was lost. This covers two distinct fields:

>Mechanical: You can build machines from exotic and simple materials alike, including aircraft technology ranging from Eftal's flying ships to Dorok's hovering wooden constructs, with foundational knowledge that points toward true spacecraft.

>Biotechnology: You understand cloning, the creation of consuming molds, biological enhancements for survivability and lifespan, and even the transfer of minds between bodies."
49,Ultimate Talent,400 CP,Danganronpa,"Choose a skill or trait. You gain superhuman talent within that domain, allowing you to progress and improve at speeds and in ways impossible for ordinary people. This bonus weakens as the chosen talent broadens in scope. Any skill or trait is valid, including ephemeral concepts like ""luck"" or ""morals."" You may purchase this perk multiple times, selecting a new talent each time."
50,Adra Supply,400 CP,Pillars of Eternity,"You gain a large chest filled with Adra: an organic, crystalline material that acts as a conduit for souls. Easy to carve yet profoundly potent, adra can store and transport souls, bind them to constructs, and serve as the foundation for advanced animancy. The Engwithans used it for everything from architecture to weapons to soul-manipulation on a vast scale.

Your chest contains adra in various configurations: raw veins, cut gems, processed ingots, and even samples infused with luminous properties. You may withhold its appearance until a suitable time and place.

Recurring Supply (+200 CP): For additional half the cost of the perk, a new full chest delivers itself to you each week, if you desire or need it to be delivered, ensuring a continuous supply."
51,Animancy Science,400 CP,Pillars of Eternity,"You gain extensive theoretical knowledge of animancy - the field of study that uses machines to examine and manipulate soul energy. You understand how souls function, how they can be stored, transferred, and bound to constructs, and the mechanical principles required to build the necessary technology. Your practical skills are beginner-level, requiring further development to match true masters, but your theoretical foundation is rock-solid and broad. This knowledge allows you to work with soul essence, create soul-powered constructs, and potentially disrupt or preserve the cycle of life and death - a sensitive art that many regard as necromancy."
52,Wizard Class,300 CP,Pillars of Eternity,"You are a student of academic magic, wielding power through intense study, mental discipline, and specially enchanted grimoires. Your grimoire acts as a magical capacitor, absorbing ambient soul energy and releasing it through spell pages to alter reality. Your possible repertoire includes spells that conjure flame, lightning, and acid; warp time; harden flesh to stone; counter hostile magic; and summon nightmares from thin air.

You begin as a novice wizard, knowing a handful of basic spells and knowing how to make a modest starter grimoire. Further study, research, and adventuring will expand your repertoire, allowing you to add new spells to your collection or even develop original ones. You may acquire additional grimoires to access different spell selections, though wielding an archmage's tome requires experience to manage its power safely."
