0,Perk Name,Cost,Source,Description
11,Spell: Heat Metal,10 CP,Original,"You've learned a new spell!

Name: Heat Metal
Aspect: 3 Fire + 1 Metal
Description: This spell produces a short cone of red light. When this light strikes a targeted piece of metal, it heats the metal quickly and evenly throughout its entire volume. The spell can heat metal up to 1,344 degrees Celsius. However, different metals, alloys, and compositions require fine-tuning of the spell. 

Heating iron and copper requires very different compositions of the spell, while heating one type of steel versus another introduces small changes that must be accounted for. Mastering this spell requires extensive practice and experimentation with different metals. If tuned wrong it doesn’t work or works only partially."
12,Spell: Carve Wood,10 CP,Original,"You've learned a new spell!

Name: Carve Wood
Aspect: 3 Wood + 1 Force
Description: This spell infuses a piece of wood with a touch and produces a cutting surface that intersects the volume of the material. The cut can be made rough or smooth, and the geometry of the surface can vary: a simple plane passing through the volume, a cut that does not go all the way through, a wavy surface, or even one with holes. It cannot, however, produce a completely closed surface. 

After the cutting surface is placed inside the volume of the wood, the caster activates it, causing the cut to follow the surface's geometry through the material they are touching. It works quicker and easier on less dense types of wood."
13,Spell: Wave of Erosion,10 CP,Original,"You've learned a new spell!

Name: Wave of Erosion
Aspect: 3 Earth + 1 Chaos
Description: This spell produces a ""wave"" that travels through stone or other minerals of a similar nature from the point of contact. Each wave loosens the integrity of the material, breaks it down, and eventually turns it into fine dust of evenly redistributed mineral components. The finer the end result, the longer and more difficult it is to achieve. 

It is relatively easy to break down a stone into smaller shards (taking only a few seconds), but much harder and more time-consuming to turn sand into dust (taking around an hour). The spell works best on smaller volumes; the wave has limited capacity to travel through material and becomes weaker the further it gets from the point of contact. Denser materials with more complex compositions are more resistant to the spell. It does not affect metals."
14,Spell: Stone-Bond Welding,10 CP,Original,"You've learned a new spell!

Name: Stone-Bond Welding
Aspect: 2 Earth + 1 Fire + 1 Order
Description: This spell fuses two pieces of stone or ceramics together at their contact surfaces, effectively ""welding"" them into a single continuous mass. The caster presses the two pieces together and channels the spell through the joint, causing the stone at the interface to soften, flow, and re-crystallize as a seamless bond. The resulting joint is as strong as the surrounding stone, with no visible seam. The spell works best on similar stone types and requires careful preparation of the surfaces: they must be clean, dry, and closely matched."
15,Spell: Become Entropy,50 CP,Original,"You've learned a new spell!

Name: Become Entropy
Aspect: 1 Chaos
Description: Choose a point on your body from which the spell will be cast. From this point, everything within a few meters in a direction of your choice will suddenly have its entropy heightened: things will break down, mix, and reach thermal equilibrium over a few seconds. In practical terms: things disintegrate. 

However, you are inevitably caught at the edge of the spell's volume of effect. If you cast it from your fingertips in a forward direction, your hand will also succumb to entropy. The spell is more effective against targets of lesser density, and certain materials or composites are more resistant to it than others."
16,Spell: Scissors Fingers,10 CP,Original,"You've learned a new spell!

Name: Scissors Fingers
Aspect: 2 Force + 1 Order + 1 Semblance
Description: This spell is cast and sustained on your fingers. Make a scissors gesture and activate the spell. It will create a thin metallic glint on the inner sides of your fingers. You can now use this gesture as actual sharp scissors to cut soft materials such as paper, thin leather, cardboard, fabric, and similar items. This spell does not affect living tissues."
17,Spell: Thread-Finger,10 CP,Original,"You've learned a new spell!

Name: Thread-Finger
Aspect: 1 Semblance + 1 Force
Description: The caster's fingertip extrudes a thin, temporary filament of magical force that acts like thread. It can be used to sew, stitch, or bind materials together, or to tie small knots. The thread has the tensile strength of strong cotton and lasts for several hours before dissolving harmlessly. Useful for field repairs or any situation where needle and thread are unavailable."
18,Spell: Steady Hand,10 CP,Original,"You've learned a new spell!

Name: Steady Hand
Aspect: 2 Order + 1 Semblance + 1 Lore
Description: This spell creates a temporary visual guide (a faint glowing line or grid) that overlays the caster's field of vision, helping them cut, draw, or place objects with perfect alignment. It lasts as long as the caster maintains concentration. Used by masons, carpenters, scribes, and artists."
19,Spell: Measuring Eye,10 CP,Original,"You've learned a new spell!

Name: Measuring Eye
Aspect: 1 Order + 1 Light + 2 Lore
Description: The caster can gauge the exact dimensions (length, width, depth) of any object within their line of sight, up to a distance of fifty meters. The information appears in their mind as precise measurements. However, the caster must already understand what they are measuring and how to measure it, as well as the units they are using. 

If you do not know how to measure something by hand, or what you are measuring, the spell will not work, or will only work partially. Used by surveyors, architects, carpenters, and tailors."
20,Spell: Marker's Trace,10 CP,Original,"You've learned a new spell!

Name: Marker's Trace
Aspect: 1 Order + 1 Semblance + 1 Light
Description: The caster traces a finger along a surface, leaving a faint glowing line that marks a specific measurement or cut line. The line persists for a few minutes (without sustaining) before fading, allowing the caster to mark multiple points or cut lines without needing chalk, pencil, or string. "
21,Spell: Needle Finger,10 CP,Original,"You've learned a new spell!

Name: Needle Finger
Aspect: 2 Force + 1 Semblance
Description: This spell is cast and sustained on your fingertip. Make a pointing gesture with one finger and cast the spell. It will create a thin metallic glint extending a few millimeters from the tip of your finger. You can now use this gesture as an actual sharp needle point, allowing you to make holes in soft materials like thin leather, paper, fabric, cardboard, and similar items. 

You can control the diameter and depth of the puncture within certain limits (up to four millimeters deep and two millimeters wide). It takes more force and time to puncture harder or denser materials, or to make a larger hole. This spell does not affect living tissues."
22,Spell: Gather Moisture,10 CP,Original,"You've learned a new spell!

Name: Gather Moisture
Aspect: 2 Water + 1 Air
Description: This spell is used to gather and concentrate moisture from the volume of air around the caster (up to a maximum radius of around four meters). It does not work through walls. The spell condenses water vapor into liquid form and produces a ball of water at the focus center of the spell. It cannot lower the humidity of the air around further than 7.2%."
23,Spell: Crystallization,10 CP,Original,"You've learned a new spell!

Name: Crystallization
Aspect: 1 Water + 1 Order + 1 Transformation
Description: This spell rapidly causes a targeted liquid to crystallize and become solid. It does not require contact, but proximity is needed, and crystallization starts from the closest point to the caster. The spell does not lower the temperature of the liquid - it merely makes it solid and keeps it that way for a time, or while the spell is sustained by the caster. 

For example, it can turn boiling water into ice and keep it in that state for a few hours (or while actively sustained), while preserving its boiling hot temperature. Different kinds of liquids require different fine-tuning of the spell; some liquids are easier to affect than others. When the spell duration ends, the targeted substance returns to its normal state."
24,Spell: Evaporation,10 CP,Original,"You've learned a new spell!

Name: Evaporation
Aspect: 1 Water + 1 Chaos + 1 Transformation
Description: This spell rapidly causes a targeted liquid to evaporate and become a gas. It does not require contact, but proximity is needed, and evaporation starts from the closest point to the caster. The spell does not change the temperature of the liquid - it merely makes it gaseous and keeps it that way for a time, or while the spell is sustained by the caster. 

For example, it can turn cold water into vapor and keep it in that state for a few hours (or while actively sustained), while preserving its freezing cold temperature. Different kinds of liquids require different fine-tuning of the spell; some liquids are easier to affect than others. When the spell duration ends, the targeted substance returns to its normal state."
25,Spell: Bubble Telekinesis,10 CP,Original,"You've learned a new spell!

Name: Bubble Telekinesis
Aspect: 2 Force + 1 Air
Description: This spell creates a barely visible bubble that can be used to envelop and lift objects. Things moved this way become buoyant inside the bubble and will follow it as it moves. This spell can lift and move very heavy objects, but it does so slowly. Trying to push it to move more quickly might separate the object from the bubble enveloping it. This spell can move loose materials like sand, gravel, or even liquids, but it may lose some small pieces while moving such materials."
26,Spell: Film Telekinesis,10 CP,Original,"You've learned a new spell!

Name: Film Telekinesis
Aspect: 2 Force + 1 Earth
Description: This spell creates a barely visible, glinting film on the surface of an object, which envelops and presses slightly on it. Objects follow the movement of the film that envelops them. The caster must be close to apply the film, but once applied, they can move the object further away, fix it relative to certain places, or even move several independently. It can move objects rather quickly and in a decently precise manner. However, it cannot handle very heavy objects; overly complicated surfaces make the spell weaker; and it works only on solid items."
27,Spell: Push Telekinesis,10 CP,Original,"You've learned a new spell!

Name: Push Telekinesis
Aspect: 1 Force + 1 Space
Description: This spell makes objects float (as if without gravity) and can apply a vector of acceleration to the center of mass of the affected item. It has a maximum speed it can accelerate an object toward, but on the other hand, it can be used to slow down already moving objects (if one can focus on them). This spell is more powerful and more precise the closer it is to the caster (maximum radius of ten meters). Heavier objects accelerate more slowly with this spell. It can be used to make loose materials and liquids float, but it cannot apply vector acceleration to them."
28,Spell: Hand Projection,10 CP,Original,"You've learned a new spell!

Name: Hand Projection
Aspect: 1 Force + 1 Air + 1 Semblance + 1 Mind
Description: This spell creates projections (resembling ghosts or holograms) of the user's hands, which they can move around and use to hold, catch, or manipulate objects. The spell provides feedback, feeling like moving your own hands and touching something. These hands are not very strong, and it is difficult to have more than two doing anything complex at a time. 

However, they can be used to hold things, perform simple repetitive movements, or similar tasks. This spell depends heavily on the user's skill and dexterity: if the user cannot write neatly, the hands they create will not write neatly either."
29,Spell: Psychokinesis,25 CP,Original,"You've learned a new spell!

Name: Psychokinesis
Aspect: 1 Mind + 2 Force + 1 Aether
Description: This spell targets the soul of a living being and moves it, causing the body to follow. It allows the caster to hold, reposition, or move living targets. A target who is awake and in full possession of their will can resist the spell's effect or even assist it, making the spell easier to cast on willing subjects. The spell can move the target evenly - with or without the acceleration-induced G-load that would normally accompany such movement. 

The spell can be sustained, allowing the caster to hold a target in place, suspend them mid-air, or slowly lower them to safety. However, maintaining the spell on an unwilling target is exhausting and requires constant mental effort. So its easier to just suddenly push. "
30,Spell: Light Telekinesis,10 CP,Original,"You've learned a new spell!

Name: Light Telekinesis
Aspect: 1 Light + 2 Force + 1 Order
Description: This spell produces a ray of light effect (although not as fast as actual light). When this ray strikes a separate object, it causes the target to glow faintly in outline and allows the caster to move the object by manipulating the beam of light connecting them. The spell can be used to rotate objects, drag them closer, or push them further away, or generally move them around.

However, the ray connecting the caster and the target can be disrupted by other objects passing between them. The beam will attempt to bend and evade obstacles intersecting its path, but it has limitations: too many obstacles, rapidly moving objects, or solid barriers can break the connection entirely. Intersecting objects will become a new target or disrupt the spell completely. The beam also has a maximum effective range of about thirty meters, beyond which it dissipates."
31,Spell: Radiant Grasp,10 CP,Original,"You've learned a new spell!

Name: Radiant Grasp
Aspect: 1 Light + 1 Force + 1 Air
Description: Instead of a single beam, this spell produces a diffuse cone of glowing light. Everything within the cone is lightly grasped, allowing the caster to push or pull multiple objects at once. Though with less individual control and strength than Light Telekinesis. Useful for clearing debris, scattering projectiles, or moving a group of small objects. The cone loses strength with distance and is easily blocked."
32,Spell: Create Water,10 CP,Original,"You've learned a new spell!

Name: Create Water
Aspect: 1 Water + 1 Creation
Description: This spell allows the caster to create a small amount of pure water per casting. It can produce up to 0.909 liters of water at a time, in the form of a simple shape, which is soon after creation affected by gravity. This water contains no impurities - it is perfectly distilled and permanent. The temperature of the water can vary between 4 and 66 degrees Celsius, and this can be tuned by the caster."
33,Spell: Create Salt,10 CP,Original,"You've learned a new spell!

Name: Create Salt
Aspect: 1 Creation + 1 Earth
Description: This spell allows the caster to create a piece of pure, permanent salt (either as one chunk or as several smaller pieces) in a simple shape, which soon after creation is affected by gravity and falls. It can create a maximum of 0.314 kilograms of salt per casting."
34,Spell: Exhumation,10 CP,Original,"You've learned a new spell!

Name: Exhumation
Aspect: 2 Earth + 1 Death
Description: This spell causes all dead bodies within a targeted volume of earth to be pushed upward and reach the surface. It separates dead bodies from the earth, like wood floating to the surface of water. The caster does not need to know a body is present - simply target a volume of earth beneath you and watch as all carcasses are pushed to the surface without leaving any holes (only some slightly disturbed soil)."
35,Spell: Grave-Seal,10 CP,Original,"You've learned a new spell!

Name: Grave-Seal
Aspect: 2 Earth + 1 Death + 1 Order
Description: This spell is cast upon a burial site to prevent Exhumation from working. It binds the dead to their resting place, making them ""heavier"" than the earth around them. Corpses under Grave-Seal cannot be raised, floated, or disturbed by magical means. Used by temples, families, and governments to protect the sanctity of graves. Need to be reapplied every few months. "
36,Spell: Bone-Whisper,10 CP,Original,"You've learned a new spell!

Name: Bone-Whisper
Aspect: 1 Death + 1 Mind + 1 Aether
Description: This spell allows the caster to receive vague impressions from a corpse or skeleton: fragments of memory, emotion, or sensation from the moment of death. The older the corpse, the fainter the impressions."
37,Spell: Press Plastic,10 CP,Original,"You've learned a new spell!

Name: Press Plastic
Aspect: 4 Plastic + 1 Transformation
Description: This spell allows the caster to target a piece of plastic they are touching and infuse it with the spell over the course of a few seconds. The caster then chooses a shape and activates the spell, causing the plastic to reshape itself into the desired form with a slight pop, as if it had been pressed into its new shape. It can produce some details and relatively complex shapes, but not overly so. The spell requires attuning to different kinds of plastics and works more easily on some than on others."
38,Spell: Plastic-Bond,10 CP,Original,"You've learned a new spell!

Name: Plastic-Bond
Aspect: 2 Plastic + 1 Earth
Description: This spell fuses two pieces of plastic together at their contact surfaces, effectively ""welding"" them into a single piece. The fusion is as strong as the surrounding plastic. Used for repairing broken items, joining pieces, or creating larger structures from smaller components."
39,Spell: Polishing Touch,10 CP,Original,"You've learned a new spell!

Name: Polishing Touch
Aspect: 3 Transformation + 1 Order + 1 Earth
Description: This spell allows the caster to polish solid surfaces with their palms. The user can control how smooth they want the surface to be with each movement of their palm along the surface. Harder and denser surfaces require more time and more passes to polish. This spell can polish materials as hard as certain cast iron alloys, though doing so takes a long time and a great deal of ""scrubbing."""
40,Spell: Roughening Touch,10 CP,Original,"You've learned a new spell!

Name: Roughening Touch
Aspect: 3 Transformation + 1 Chaos + 1 Earth
Description: This spell is the opposite of Polishing Touch. It allows the caster to roughen solid surfaces with their palms. The user can control how rough they want the surface to be with each movement of their palm along the surface. Harder and denser surfaces require more time and more passes to roughen. This spell can roughen materials as hard as certain cast iron alloys, though doing so takes a very long time and a great deal of ""scrubbing."" The resulting texture can range from a fine, matte finish (barely different from polished) to a coarse, abrasive surface like sandpaper, depending on the caster's intent and effort."
41,Spell: Edge-Sharpening,10 CP,Original,"You've learned a new spell!

Name: Edge-Sharpening
Aspect: 2 Transformation + 1 Order + 1 Force
Description: This spell allows the caster to sharpen the edge of a blade or tool with their thumb. The user can control the angle and fineness of the edge with each pass of their thumb along the blade. Harder materials take more passes and it cannot affect things harder than glass. The spell cannot create an edge from a dull surface - it only refines an existing edge. It works worse, if the edge is less defined."
42,Spell: Healing Touch,10 CP,Original,"You've learned a new spell!

Name: Healing Touch
Aspect: 3 Healing + 1 Life
Description: This spell allows the caster to accelerate scabbing on a touched wound and stop mild bleeding. It requires more time to deal with deeper and larger wounds. It aids natural healing but does not cause regeneration or rapid tissue repair - it merely makes the wound more protected and ready to heal, while preventing the immediate danger of bleeding out."
43,Spell: Tree Grafting,10 CP,Original,"You've learned a new spell!

Name: Tree Grafting
Aspect: 3 Wood + 1 Healing + 1 Life
Description: This spell allows the caster to graft one type of wood to another. It causes quick fusion and integration of a new branch at the point of contact and slightly accelerates natural growth. It can only target trees and woody plants."
44,Spell: Time Keeping,10 CP,Original,"You've learned a new spell!

Name: Time Keeping
Aspect: 1 Order + 1 Time + 2 Lore
Description: This spell functions the same as Measuring Eye, but for measuring how much time has passed since the spell was activated. The caster activates the spell and, upon focusing on it later, receives a precise measurement of the elapsed duration. The information appears in their mind as a clear sense of time passed - down to the second. 

However, as with Measuring Eye, the caster must already understand the units they are measuring in and have a conceptual grasp of timekeeping. If you do not understand hours, minutes, or seconds, the spell will not work - or will only work partially, perhaps giving you a vague sense of ""long"" or ""short"" rather than precise numbers."
45,Spell: Sun-Reading,10 CP,Original,"You've learned a new spell!

Name: Sun-Reading
Aspect: 1 Light + 1 Time + 2 Lore
Description: This spell tells the caster the current time of day based on the position of the sun (or stars, at night). The information appears in their mind as a precise time, but only if they have a clear view of the sky and understand the local timekeeping system. In overcast conditions the spell less accurate, and indoors - the spell fails. Effectively a magical sundial that works even without a physical sundial."
46,Spell: Weight Sense,10 CP,Original,"You've learned a new spell!

Name: Weight Sense
Aspect: 1 Space + 2 Lore + 1 Earth
Description: This spell allows the caster to gauge the exact weight or mass of an object they are touching or can see within a short distance. The information appears in their mind as a precise weight in the units they understand. Used by merchants, alchemists, cooks, and anyone who needs to measure quantities. "
47,Spell: Food Duplication,25 CP,Original,"You've learned a new spell!

Name: Food Duplication
Aspect: 3 Creation + 2 Semblance + 1 Transformation
Description: This spell allows the caster to target a portion of food no larger than 1.344 liters in volume and no heavier than 3.5 kilograms. The spell creates a duplicate of the targeted dish nearby, but the duplicate has only 50% of the nutritional value of the original."
48,Spell: Death Ray,50 CP,Original,"You've learned a new spell!

Name: Death Ray
Aspect: 1 Light + 2 Death + 1 Hurt
Description: This spell produces a ray of light that flies at supersonic speed and possesses penetrative properties similar to an X-ray beam. When it strikes living tissue, it causes death and decomposition from the point of contact. At full power, a single good hit from this spell is enough to kill a quarter of the cells in an average human by volume, and causing a sixth to decompose into simple organic sludge."
49,Spell: Vitality Ward,25 CP,Original,"You've learned a new spell!

Name: Vitality Ward
Aspect: 3 Life + 1 Protection + 1 Light
Description: This spell creates a faint shimmering barrier around the caster that absorbs incoming attacks specifically targeting life force or ones using death magic. It protects against spells like Death Ray by dissipating their Death and Hurt aspects before they reach the caster's tissue. The ward is fragile, capable of absorbing only one or two powerful attacks before collapsing. It glows with a warm, golden light when hit and that dims as it weakens."
50,Spell: Suffer!,50 CP,Original,"You've learned a new spell!

Name: Suffer!
Aspect: 3 Hurt + 1 Mind + 1 Aether
Description: This spell produces a small, sickly-looking orb that flies as quickly as an arrow and can penetrate solid objects with force, though not much (it can pierce a thin steel barrier). When it strikes a living creature, it triggers a sensation of pain and disgust. This sensation is the most painful thing the target has ever experienced, but with a slight edge to it (about 1.5% more intense). 

This information is taken from their soul and projected onto their body. The relative nature of the sensation means the spell always creates a new peak of suffering for the target, meaning subsequent hits will be slightly worse than the last."
51,Spell: Enrich Soil,10 CP,Original,"You've learned a new spell!

Name: Enrich Soil
Aspect: 2 Earth + 1 Creation + 1 Life
Description: This spell targets a volume of soil (no more than five cubic meters at a time) and, over the course of ten minutes, enriches it with beneficial elements, making it more fertile. However, it uses substances already present in the soil and duplicates them in small quantities. It is possible for the soil to be too diminished in one or all aspects for the spell to work effectively or not at all."
52,Spell: Dust Banishment,10 CP,Original,"You've learned a new spell!

Name: Dust Banishment
Aspect: 1 Destruction + 2 Earth
Description: This spell targets dust and small debris on surfaces, making them instantly vanish without a trace and leaving a clean surface behind. It cannot target stains that are strongly stuck to the surface, and it may require several castings if there is a significant amount of dust. If the amount is too great, the spell will not work at all - it cannot be used to vanish a pile of dust. The spell works better on some types of dust and worse on others."
53,Spell: Blemish Erase,10 CP,Original,"You've learned a new spell!

Name: Blemish Erasure
Aspect: 1 Destruction + 1 Water + 1 Order
Description: This spell targets stains and spots on surfaces, breaking them down molecule by molecule until they vanish. Unlike Dust Banishment, it can handle stuck-on stains, but it requires the caster to understand the nature of the stain (oil, wine, blood, etc.) and takes longer to work. Cannot be used on living tissue."
54,Spell: Fresh Scent,10 CP,Original,"You've learned a new spell!

Name: Fresh Scent
Aspect: 1 Air + 1 Semblance + 1 Mind
Description: This spell creates a pleasant, clean scent in a targeted area - subtle and refreshing rather than perfumed. The scent fades after a few hours. Often used in conjunction with Dust Banishment to create a feeling of cleanliness. The exact scent can vary based on the caster's intention (fresh linen, mountain air, citrus, etc.)."
55,Spell: Banishment,50 CP,Original,"You've learned a new spell!

Name: Banishment
Aspect: 2 Destruction + 1 Chaos + 1 Order
Description: This spell causes all matter and energy in a small targeted radius (up to six inches) to vanish without a trace. The spell has a unique sound and the effect of a black orb appearing in the targeted area for just a moment, leaving behind a cleanly cut-out volume. It requires a second to target, and if miscast, the sphere of annihilation will appear somewhere within the caster's body."
56,Ritual: The Sun Calling,100 CP,Original,"You've learned a new ritual!

Name: The Sun Calling
Aspect: 1 Light + 3 Fire + 2 Air + 1 Space
Description: This is a complicated ritual that usually takes a few days to complete and requires rare materials to be consumed. The end result of a successful ritual is a dark, obsidian-like shape that resembles an egg. When the object is accelerated, it produces a dim warm glow. 

When broken or activated by magic, the object begins to glow: red → yellow → white → blue... and then it transforms into a miniature sun, emulating fusion processes within, causing a massive explosion (approximately one-tenth of a kiloton). If the ritual is disturbed, it either fails and fizzles out, or it causes a much smaller explosion without the ""phoenix egg"" being formed."
57,Rutial: The Moon Calling,100 CP,Original,"You've learned a new spell!

Name: The Moon Calling
Aspect: 1 Water + 3 Aether + 2 Mind + 1 Space
Description: This is a complicated ritual that usually takes a few days to complete and requires rare materials to be consumed. The end result of a successful ritual is a pearl-like shape with a blueish iridescent tint. When the object is accelerated, it becomes dimmer and darker. When broken or activated by magic, the pearl plants a vivid vision and experience into the minds of everyone caught in the produced wave of silver light (approximately 100 meters radius). 

The nature of the mental add-on is decided when the ritual is performed, and the effect irreversibly alters the personality and beliefs of those caught in it. If the ritual is disturbed, it either fails and fizzles out, or it causes a much smaller and less predictable ""wave of madness"" to be released."
58,Spell: Exsanguinate Catch,10 CP,Original,"You've learned a new spell!

Name: Exsanguinate Catch
Aspect: 1 Death + 2 Water
Description: This spell targets a dead body, producing rope-like patterns on its surface with knots near punctures. This spell makes the blood inside the body less thick and sticky, and forces it to leave the carcass through wounds, practically leaving the blood vessels dry afterward. The patterns vanish when the spell is stopped."
59,Spell: Flay Carcass,10 CP,Original,"You've learned a new spell!

Name: Flay Carcass
Aspect: 1 Death + 2 Order
Description: This spell targets a dead body, producing tattoo-like, pretty symbols on its surface. It then causes the skin to be separated from other tissues and carefully removed from the carcass. It can be used to target only parts of the dead body, separating and cutting only portions of the skin. The symbols vanish after the spell is used."
60,Spell: Dry Bones,10 CP,Original,"You've learned a new spell!

Name: Dry Bones
Aspect: 2 Death + 1 Fire + 1 Earth
Description: This spell targets a dead body (or parts of one) and rapidly draws out all remaining moisture, leaving the tissue dried and preserved. It works best on bones, but can also dry flesh, sinew, and organs. Used for preparing anatomical specimens, creating bone tools, or preserving trophies. The process takes about half an hour and leaves the remains brittle but stable."
61,Spell: Mercy Kill,25 CP,Original,"You've learned a new spell!

Name: Mercy Kill
Aspect: 1 Aether + 2 Death + 1 Destruction
Description: This spell targets a living creature. It creates a thin, barely visible tether between the caster and the target, and sends a request into the target's soul. If the target can understand the request and answers positively, they quickly and painlessly die. If they decline, the tether snaps and nothing happens. Death begins with the rapid death of neurons in the brain and the unraveling of connections, but other tissues follow shortly after.

The spell does not require the target to be conscious, aware, or physically capable of response. Even a target in a coma, paralyzed, or otherwise unable to communicate can be reached through their soul, which receives the request and can accept or decline it based on its understanding. Some animals are also capable of giving their consent, provided their souls can grasp the nature of the choice being offered."
62,Spell: Internal Abacus,10 CP,Original,"You've learned a new spell!

Name: Internal Abacus
Aspect: 2 Mind + 1 Order + 1 Semblance
Description: This spell creates a temporary partition in the caster's mind that functions like a calculator. The user can enter various mathematical operations they understand how to perform, and the Internal Abacus will quickly provide the solution."
